Geo Point;Geo Shape;id_ref_ZdA;GARES_ID;NOM_GARE;NOM_IV;MODE_;TERMINUS;IDREFLIGA;RES_COM;LIGNE_CODE;INDICE_LIG;X;Y
-5.983491902070376, -1.3600748749431193;"{""coordinates"": [-1.360074874943119, -5.983491902070376], ""type"": ""Point""}";45814;819;ST-FARGEAU;St-Fargeau;RER;;A01842;RER D;RER D-45;D;485.06152202;31.69392679
-5.983487517566756, -1.3599955265733188;"{""coordinates"": [-1.359995526573319, -5.983487517566756], ""type"": ""Point""}";45812;672;PONTHIERRY-PRINGY;Ponthierry-Pringy;RER;;A01842;RER D;RER D-46;D;497.81774715;31.69303006
-5.983201604877114, -1.3609008583555846;"{""coordinates"": [-1.360900858355585, -5.983201604877114], ""type"": ""Point""}";43076;257;EPINAY-SUR-ORGE;Epinay-sur-Orge;RER;;A01840;RER C;RER C-158;C;355.24747325;85.48372259
-5.9834986473089256, -1.3611664581902172;"{""coordinates"": [-1.361166458190217, -5.983498647308926], ""type"": ""Point""}";47927;137;CHAMARANDE;Chamarande;RER;;A01840;RER C;RER C-188;C;310.05011573;40.28549546
-5.983583577213727, -1.3607774103744765;"{""coordinates"": [-1.360777410374477, -5.983583577213727], ""type"": ""Point""}";43102;117;BUNO-GIRONVILLE;Buno-Gironville;RER;;A01842;RER D;RER D-439;D;371.65257613;23.2424576
-5.9818077036031125, -1.360276795680659;"{""coordinates"": [-1.360276795680659, -5.981807703603113], ""type"": ""Point""}";43224;913;VINCENNES;Vincennes;RER;;A01856;RER A;RER A-341;A;467.60201196;303.09287103
-5.981156834070158, -1.3594931053301487;"{""coordinates"": [-1.359493105330149, -5.981156834070158], ""type"": ""Point""}";43211;866;VAIRES-TORCY;Vaires-Torcy;TRAIN;;A01844;TRAIN P;TRAIN P-2;P;598.96209717;400.34167481
-5.983202919647811, -1.3628063970426747;"{""coordinates"": [-1.362806397042675, -5.983202919647811], ""type"": ""Point""}";43229;458;LES-ESSARTS-LE-ROI;Les-Essarts-le-Roi;TRAIN;;A01847;TRAIN N;TRAIN N-99;N;49.83044422;102.16086855
-5.983253880627808, -1.3628519693183145;"{""coordinates"": [-1.362851969318315, -5.983253880627808], ""type"": ""Point""}";43235;432;LE PERRAY;Le Perray;TRAIN;;A01847;TRAIN N;TRAIN N-100;N;42.07507324;94.40692139
-5.98336749758875, -1.3629533853500693;"{""coordinates"": [-1.362953385350069, -5.98336749758875], ""type"": ""Point""}";46832;325;GAZERAN;Gazeran;TRAIN;;;GL;GRD LIGNES-102;GL;24.81493696;77.11779405
-5.98150019012381, -1.362814923430193;"{""coordinates"": [-1.362814923430193, -5.98150019012381], ""type"": ""Point""}";47881;451;LES MUREAUX;Les Mureaux;TRAIN;;A01852;TRAIN J;TRAIN J-132;J;63.53940801;374.81151487
-5.982819465194458, -1.3626222772756411;"{""coordinates"": [-1.362622277275641, -5.982819465194458], ""type"": ""Point""}";47884;288;FONTENAY-LE-FLEURY;Fontenay-le-Fleury;TRAIN;;A01847;TRAIN N;TRAIN N-85;N;82.73455993;161.91324366
-5.982508392743754, -1.36295540449275;"{""coordinates"": [-1.36295540449275, -5.982508392743754], ""type"": ""Point""}";47921;610;ORGERUS-BEHOUST;Orgerus-Behoust;TRAIN;;A01847;TRAIN N;TRAIN N-105;N;32.09790039;214.66333008
-5.982555902458397, -1.3629978961088456;"{""coordinates"": [-1.362997896108846, -5.982555902458397], ""type"": ""Point""}";47959;846;TACOIGNIERES-RICHEBOURG;Tacoignieres-Richebourg;TRAIN;;A01847;TRAIN N;TRAIN N-106;N;24.86712646;207.43450928
-5.9819072158986994, -1.3627923397032689;"{""coordinates"": [-1.362792339703269, -5.981907215898699], ""type"": ""Point""}";47944;592;NEZEL-AULNAY;Nezel-Aulnay;TRAIN;;A01847;TRAIN N;TRAIN N-94;N;63.55513674;309.45477493
-5.98140872292287, -1.361997060745486;"{""coordinates"": [-1.361997060745486, -5.98140872292287], ""type"": ""Point""}";43536;393;LA DEFENSE-GRANDE ARCHE;La Defense-Grande Arche;RER;;A01856;RER A;RER A-390;A;195.42705656;382.20457831
-5.980711760970615, -1.3627242427477724;"{""coordinates"": [-1.362724242747772, -5.980711760970615], ""type"": ""Point""}";43114;203;CONFLANS-FIN-D'OISE;Conflans-Fin-D'Oise;TRAIN;;A01852;TRAIN J;TRAIN J-128;J;85.0530591;500.21806704
-5.98114538863689, -1.3596082897188442;"{""coordinates"": [-1.359608289718844, -5.98114538863689], ""type"": ""Point""}";46536;178;CHELLES-GOURNAY;Chelles-Gournay;RER;RER E;A01843;RER E;RER E-1;E;580.60293067;403.19418356
-5.9822897009758185, -1.3592239134848219;"{""coordinates"": [-1.359223913484822, -5.982289700975818], ""type"": ""Point""}";43208;967;TOURNAN;Tournan;RER;RER E;A01843;RER E;RER E-13;E;632.08334573;216.60800774
-5.981016793953424, -1.3618130424914916;"{""coordinates"": [-1.361813042491492, -5.981016793953424], ""type"": ""Point""}";43069;1014;ASNIERES;Asnieres;TRAIN;;A02176;TRAIN L;TRAIN L-394;L;228.38884915;443.31310247
-5.981232074282646, -1.3625012562220358;"{""coordinates"": [-1.362501256222036, -5.981232074282646], ""type"": ""Point""}";43155;501;MAISONS-LAFFITTE;Maisons-Laffitte;RER;;A01856;RER A;RER A-139;A;116.18418074;414.95107406
-5.98121554260446, -1.3624955056324066;"{""coordinates"": [-1.362495505632407, -5.98121554260446], ""type"": ""Point""}";43155;502;MAISONS-LAFFITTE;Maisons-Laffitte;TRAIN;;A02176;TRAIN L;TRAIN L-139;L;117.2521349;417.54633198
-5.980663519955396, -1.3607688509257767;"{""coordinates"": [-1.360768850925777, -5.980663519955396], ""type"": ""Point""}";44860;763;SAINT-DENIS-UNIVERSITÉ;St-Denis-Université;METRO;METRO 13;A01546;METRO 13;METRO 13-114082;13;398.86578369;490.61199951
-5.982548554339418, -1.360748619427539;"{""coordinates"": [-1.360748619427539, -5.982548554339418], ""type"": ""Point""}";53207;898;VILLEJUIF PAUL VAILLANT-COUTURIER;Villejuif Paul Vaillant-Couturier;METRO;;A01540;METRO 7;METRO 7-107099;7;385.42651367;188.67687988
-5.981320439622405, -1.3616999241487826;"{""coordinates"": [-1.361699924148783, -5.981320439622405], ""type"": ""Point""}";51613;478;LOUISE MICHEL;Louise Michel;METRO;;A01536;METRO 3;METRO 3-103077;3;243.83039281;393.70360435
-5.981256184505918, -1.3603695403667886;"{""coordinates"": [-1.360369540366789, -5.981256184505918], ""type"": ""Point""}";43364;348;HOCHE;Hoche;METRO;;A01538;METRO 5;METRO 5-105045;5;457.61791992;392.20147705
-5.982389440963651, -1.3617637146088266;"{""coordinates"": [-1.361763714608827, -5.982389440963651], ""type"": ""Point""}";44481;671;PONT DE SÈVRES;Pont de Sèvres;METRO;METRO 9;A01542;METRO 9;METRO 9-109021;9;224.14428711;223.1428833
-5.982385217590173, -1.3616872664929787;"{""coordinates"": [-1.361687266492979, -5.982385217590173], ""type"": ""Point""}";42334;74;BILLANCOURT;Billancourt;METRO;;A01542;METRO 9;METRO 9-109023;9;236.43408203;223.14147949
-5.981055132778636, -1.3611744060609805;"{""coordinates"": [-1.361174406060981, -5.981055132778636], ""type"": ""Point""}";43969;493;MAIRIE DE SAINT-OUEN;Mairie de St-Ouen;METRO;;A01546;METRO 13;METRO 13-114075;13;330.40258789;431.51678467
-5.98095348799205, -1.3610835007207354;"{""coordinates"": [-1.361083500720735, -5.98095348799205], ""type"": ""Point""}";42447;126;CARREFOUR PLEYEL;Carrefour Pleyel;METRO;;A01546;METRO 13;METRO 13-114077;13;345.87127686;446.98229981
-5.982352132459741, -1.3601898614896402;"{""coordinates"": [-1.36018986148964, -5.982352132459741], ""type"": ""Point""}";42889;12;ECOLE VÉTÉRINAIRE DE MAISONS-ALFORT;Ecole Vétérinaire de Maisons-Alfort;METRO;;A01541;METRO 8;METRO 8-108081;8;476.71765333;215.17018884
-5.98255250146288, -1.3601788217314736;"{""coordinates"": [-1.360178821731474, -5.98255250146288], ""type"": ""Point""}";45712;223;CRÉTEIL-L'ECHAT;Créteil-l'Echat;METRO;;A01541;METRO 8;METRO 8-108087;8;476.71406343;182.99700789
-5.982686344457017, -1.3601714460801957;"{""coordinates"": [-1.360171446080196, -5.982686344457017], ""type"": ""Point""}";42778;224;CRÉTEIL-PRÉFECTURE;Créteil-Préfecture;METRO;;A01541;METRO 8;METRO 8-108091;8;476.71173754;161.50585211
-5.981852613706986, -1.360567183241571;"{""coordinates"": [-1.360567183241571, -5.981852613706986], ""type"": ""Point""}";44191;585;NATION;Nation;METRO;METRO 6;A01539;METRO 6;METRO 6-339;6;420.66408935;298.47639179
-5.98082987343778, -1.3616791124988352;"{""coordinates"": [-1.361679112498835, -5.98082987343778], ""type"": ""Point""}";42231;1008;ASNIÈRES-GENEVILLIERS - LES COURTILLES;Asnières-Genevilliers - Les Courtilles;METRO;METRO 13;A01546;METRO 13;METRO 13-113079;13;251.50796218;472.04813585
-5.982275601415559, -1.361352191174689;"{""coordinates"": [-1.361352191174689, -5.982275601415559], ""type"": ""Point""}";45357;47;BALARD;Balard;METRO;METRO 8;A01541;METRO 8;METRO 8-108019;8;291.10709954;237.71986631
-5.982259015101932, -1.3606779560986164;"{""coordinates"": [-1.360677956098616, -5.982259015101932], ""type"": ""Point""}";44513;687;PORTE DE CHOISY;Pte de Choisy;METRO;;A01540;METRO 7;METRO 7-107085;7;399.31420898;234.40081787
-5.980772367358614, -1.360877593551089;"{""coordinates"": [-1.360877593551089, -5.980772367358614], ""type"": ""Point""}";44095;514;MARCHÉ DE SAINT-DENIS;Marché de St-Denis;TRAM;;A01191;TRAM 1;TRAM 1-1002;1;380.47463559;474.15128797
-5.980766053082231, -1.3607632354887151;"{""coordinates"": [-1.360763235488715, -5.980766053082231], ""type"": ""Point""}";44859;52;BASILIQUE DE SAINT-DENIS;Basilique de St-Denis;TRAM;;A01191;TRAM 1;TRAM 1-1025;1;398.85830718;474.14896867
-5.9808251934411025, -1.3602885665355817;"{""coordinates"": [-1.360288566535582, -5.980825193441103], ""type"": ""Point""}";44125;528;MAURICE LACHÂTRE;Maurice Lachâtre;TRAM;;A01191;TRAM 1;TRAM 1-1012;1;474.40917026;460.47647578
-5.980924213902993, -1.3602004046822693;"{""coordinates"": [-1.360200404682269, -5.980924213902993], ""type"": ""Point""}";52382;415;LA FERME;La Ferme;TRAM;;A01191;TRAM 1;TRAM 1-1017;1;487.66265315;443.84452116
-5.980947808909546, -1.360187452767333;"{""coordinates"": [-1.360187452767333, -5.980947808909546], ""type"": ""Point""}";43805;465;LIBÉRATION;Libération;TRAM;;A01191;TRAM 1;TRAM 1-1018;1;489.52949852;439.95278623
-5.982948478537837, -1.3622431092226692;"{""coordinates"": [-1.362243109222669, -5.982948478537837], ""type"": ""Point""}";9999;9999;VERSAILLES-CHANTIERS;Versailles-Chantiers;RER;RER C;A01840;RER C;RER C-999999;C;142.36233524;137.89981509
-5.983099874613398, -1.3627377234245153;"{""coordinates"": [-1.362737723424515, -5.983099874613398], ""type"": ""Point""}";43147;635;LA VERRIERE;La Verriere;TRAIN;TRAIN U;A01855;TRAIN U;TRAIN U-82;U;61.74918012;118.04795774
-5.983380868013108, -1.3590739254935835;"{""coordinates"": [-1.359073925493584, -5.983380868013108], ""type"": ""Point""}";47910;554;MONTEREAU;Montereau;TRAIN;TRAIN R;A01845;TRAIN R;TRAIN R-63;R;646.46933998;40.60252922
-5.980252460436728, -1.362205973505031;"{""coordinates"": [-1.362205973505031, -5.980252460436728], ""type"": ""Point""}";43180;644;PIERRELAYE;Pierrelaye;TRAIN;;A01849;TRAIN H;TRAIN H-231;H;172.18060093;569.14793404
-5.980423698328587, -1.361719057862359;"{""coordinates"": [-1.361719057862359, -5.980423698328587], ""type"": ""Point""}";43105;133;CERNAY;Cernay;TRAIN;;A01849;TRAIN H;TRAIN H-228;H;248.70117785;537.42158603
-5.979984761224737, -1.3615566876529626;"{""coordinates"": [-1.361556687652963, -5.979984761224737], ""type"": ""Point""}";47588;870;VALMONDOIS;Valmondois;TRAIN;;A01849;TRAIN H;TRAIN H-274;H;278.60885355;606.2462164
-5.981773509364812, -1.3628805163624893;"{""coordinates"": [-1.362880516362489, -5.981773509364812], ""type"": ""Point""}";47882;262;EPONE-MEZIERES;Epone-Mezieres;TRAIN;;A01852;TRAIN J;TRAIN J-130;J;50.60702111;331.64020025
-5.980594339317076, -1.3627021359004003;"{""coordinates"": [-1.3627021359004, -5.980594339317076], ""type"": ""Point""}";47879;940;NEUVILLE UNIVERSITE;Neuville Universite;TRAIN;;A02176;TRAIN L;TRAIN L-444;L;89.63555988;518.81872064
-5.980437463626276, -1.3628615754119635;"{""coordinates"": [-1.362861575411964, -5.980437463626276], ""type"": ""Point""}";47897;131;CERGY-ST-CHRISTOPHE;Cergy-St-Christophe;RER;;A01856;RER A;RER A-277;A;65.47156742;545.34423329
-5.9813601736592865, -1.3609687321812252;"{""coordinates"": [-1.360968732181225, -5.981360173659287], ""type"": ""Point""}";43233;308;GARE DU NORD;Gare du Nord;TRAIN;TRAIN K;A02175;TRAIN K;TRAIN K-384;K;360.66586429;380.86382932
-5.983067055065526, -1.361376408528992;"{""coordinates"": [-1.361376408528992, -5.983067055065526], ""type"": ""Point""}";58774;520;MASSY-PALAISEAU;Massy-Palaiseau;RER;;A01857;RER B;RER B-169;B;280.22067546;111.23676616
-5.98139772671527, -1.3604925008622597;"{""coordinates"": [-1.36049250086226, -5.98139772671527], ""type"": ""Point""}";44529;698;PORTE DES LILAS;Pte des Lilas;METRO;METRO 3bis;A01549;METRO 3bis;METRO 3bis-111035;3b;436.65875627;370.63306731
-5.981943382539769, -1.3607836725252218;"{""coordinates"": [-1.360783672525222, -5.981943382539769], ""type"": ""Point""}";43072;311;GARE D'AUSTERLITZ;Gare d'Austerlitz;METRO;METRO 10;A01543;METRO 10;METRO 10-375;10;385.16411614;285.86418827
-5.9815360101382185, -1.3616803974024088;"{""coordinates"": [-1.361680397402409, -5.981536010138218], ""type"": ""Point""}";43785;463;LES SABLONS;Les Sablons;METRO;;A01534;METRO 1;METRO 1-101075;1;245.05180425;359.02212951
-5.98167338821343, -1.3609618505247312;"{""coordinates"": [-1.360961850524731, -5.98167338821343], ""type"": ""Point""}";45102;170;CHATELET-LES HALLES;Chatelet-les Halles;RER;;A01842;RER D;RER D-326;D;358.99689584;330.66359968
-5.98181718466091, -1.3609610256055715;"{""coordinates"": [-1.360961025605572, -5.98181718466091], ""type"": ""Point""}";44877;828;ST-MICHEL NOTRE DAME;St-Michel Notre Dame;RER;;A01840;RER C;RER C-295;C;357.85656838;307.6373215
-5.981789103886912, -1.3599400371437562;"{""coordinates"": [-1.359940037143756, -5.981789103886912], ""type"": ""Point""}";47900;869;VAL-DE-FONTENAY;Val-de-Fontenay;RER;;A01856;RER A;RER A-355;A;521.73878115;303.08707625
-5.982926287358323, -1.36247847334508;"{""coordinates"": [-1.36247847334508, -5.982926287358323], ""type"": ""Point""}";46990;813;SAINT-CYR;St-Cyr;TRAIN;0;A01847;TRAIN N;TRAIN N-79;N;104.83650793;143.538472
-5.981959948728984, -1.361943319494636;"{""coordinates"": [-1.361943319494636, -5.981959948728984], ""type"": ""Point""}";44979;436;LE VAL-D'OR;Le Val-D'Or;TRAIN;;A02176;TRAIN L;TRAIN L-377;L;199.16075503;293.48814558
-5.980782065102092, -1.3610531381964157;"{""coordinates"": [-1.361053138196416, -5.980782065102092], ""type"": ""Point""}";43197;815;ST-DENIS;St-Denis;TRAIN;;A01849;TRAIN H;TRAIN H-416;H;352.25456191;474.15430863
-5.983123782119605, -1.360528816842233;"{""coordinates"": [-1.360528816842233, -5.983123782119605], ""type"": ""Point""}";45739;385;JUVISY;Juvisy;RER;;A01840;RER C;RER C-151;C;415.56443593;94.64555052
-5.982098398677862, -1.3612043374956708;"{""coordinates"": [-1.361204337495671, -5.982098398677862], ""type"": ""Point""}";44273;628;PASTEUR;Pasteur;METRO;;A01545;METRO 12;METRO 12-112043;12;316.37207365;264.77640672
-5.981969518329187, -1.3604749819436242;"{""coordinates"": [-1.360474981943624, -5.981969518329187], ""type"": ""Point""}";44140;546;MICHEL BIZOT;Michel Bizot;METRO;;A01541;METRO 8;METRO 8-108071;8;434.40667725;278.9453125
-5.982041027307956, -1.3604537354588544;"{""coordinates"": [-1.360453735458854, -5.982041027307956], ""type"": ""Point""}";44512;686;PORTE DE CHARENTON;Pte de Charenton;METRO;;A01541;METRO 8;METRO 8-108075;8;437.17921236;267.30999617
-5.98214546302932, -1.3615672057115973;"{""coordinates"": [-1.361567205711597, -5.98214546302932], ""type"": ""Point""}";44504;683;PORTE D'AUTEUIL;Pte d'Auteuil;METRO;;A01543;METRO 10;METRO 10-110033;10;257.79857122;260.45771999
-5.981458460124458, -1.3614065904353887;"{""coordinates"": [-1.361406590435389, -5.981458460124458], ""type"": ""Point""}";45056;907;VILLIERS;Villiers;METRO;;A01535;METRO 2;METRO 2-103067;2;289.62090059;369.00988771
-5.981676207614358, -1.3612385435436218;"{""coordinates"": [-1.361238543543622, -5.981676207614358], ""type"": ""Point""}";43898;487;MADELEINE;Madeleine;METRO;;A01545;METRO 12;METRO 12-108039;12;314.62667313;332.66391494
-5.981571188734581, -1.3608881200738507;"{""coordinates"": [-1.360888120073851, -5.981571188734581], ""type"": ""Point""}";44600;725;RÉAUMUR-SÉBASTOPOL;Réaumur-Sébastopol;METRO;;A01536;METRO 3;METRO 3-104047;3;371.71824449;346.37039155
-5.981724213642996, -1.3610635054533724;"{""coordinates"": [-1.361063505453372, -5.981724213642996], ""type"": ""Point""}";44491;674;PONT NEUF;Pont Neuf;METRO;;A01540;METRO 7;METRO 7-107061;7;342.25488281;323.42810059
-5.981939532297543, -1.360831554351256;"{""coordinates"": [-1.360831554351256, -5.981939532297543], ""type"": ""Point""}";43493;384;JUSSIEU;Jussieu;METRO;;A01540;METRO 7;METRO 7-110065;7;377.52410704;286.90481241
-5.982173341669524, -1.3607692977721655;"{""coordinates"": [-1.360769297772165, -5.982173341669524], ""type"": ""Point""}";58740;855;TOLBIAC;Tolbiac;METRO;;A01540;METRO 7;METRO 7-107079;7;385.43293908;248.92482355
-5.982108403148221, -1.3615319116451257;"{""coordinates"": [-1.361531911645126, -5.982108403148221], ""type"": ""Point""}";44138;542;MICHEL ANGE-AUTEUIL;Michel Ange-Auteuil;METRO;;A01543;METRO 10;METRO 10-110031;10;263.78319654;266.07763548
-5.981767718038058, -1.3607490217524214;"{""coordinates"": [-1.360749021752421, -5.981767718038058], ""type"": ""Point""}";42288;55;BASTILLE;Bastille;METRO;;A01538;METRO 5;METRO 5-105071;5;392.27220225;313.67763272
-5.981319572995678, -1.3611807092809844;"{""coordinates"": [-1.361180709280984, -5.981319572995678], ""type"": ""Point""}";44345;646;PIGALLE;Pigalle;METRO;;A01545;METRO 12;METRO 12-112073;12;327.0519661;389.2413481
-5.981566919153182, -1.3605827565470843;"{""coordinates"": [-1.360582756547084, -5.981566919153182], ""type"": ""Point""}";44310;634;PÈRE LACHAISE;Père Lachaise;METRO;;A01536;METRO 3;METRO 3-103039;3;420.69639301;344.34825766
-5.981234124034314, -1.3611078357232047;"{""coordinates"": [-1.361107835723205, -5.981234124034314], ""type"": ""Point""}";44075;511;MARCADET-POISSONNIERS;Marcadet-Poissonniers;METRO;;A01537;METRO 4;METRO 4-112081;4;339.48760129;402.27425508
-5.981347386731769, -1.3607422676808205;"{""coordinates"": [-1.360742267680821, -5.981347386731769], ""type"": ""Point""}";43425;375;JAURÈS;Jaurès;METRO;;A01550;METRO 7bis;METRO 7bis-117039;7b;397.07433371;380.90417272
-5.981585107265848, -1.3611400285768331;"{""coordinates"": [-1.361140028576833, -5.981585107265848], ""type"": ""Point""}";42237;608;OPÉRA;Opéra;METRO;;A01541;METRO 8;METRO 8-108041;8;331.2217673;346.37437476
-5.981939532297543, -1.360831554351256;"{""coordinates"": [-1.360831554351256, -5.981939532297543], ""type"": ""Point""}";43493;383;JUSSIEU;Jussieu;METRO;;A01543;METRO 10;METRO 10-110065;10;377.52410704;286.90481241
-5.981932663994324, -1.3610844937672435;"{""coordinates"": [-1.361084493767243, -5.981932663994324], ""type"": ""Point""}";44828;799;SÈVRES-BABYLONE;Sèvres-Babylone;METRO;;A01545;METRO 12;METRO 12-110055;12;337.04626592;290.24528231
-5.9810312394856435, -1.3601581044306719;"{""coordinates"": [-1.360158104430672, -5.981031239485644], ""type"": ""Point""}";47334;969;JEAN ROST AND;Jean Rostand;TRAM;;A01191;TRAM 1;TRAM 1-1021;1;493.49503536;426.33737882
-5.981126283104702, -1.3599259279284173;"{""coordinates"": [-1.359925927928417, -5.981126283104702], ""type"": ""Point""}";44603;996;LA REMISE À JORELLE;La Remise À Jorelle;TRAM;;A01761;TRAM 4;TRAM 4-1403;4;529.86447573;409.06617827
-5.9807094167487005, -1.359873270799817;"{""coordinates"": [-1.359873270799817, -5.9807094167487], ""type"": ""Point""}";47936;407;L'ABBAYE;L'Abbaye;TRAM;;A01761;TRAM 4;TRAM 4-413;4;541.99213277;475.3308848
-5.980630381966571, -1.3598776636334;"{""coordinates"": [-1.3598776636334, -5.980630381966571], ""type"": ""Point""}";47933;295;FREIVILLE-SEVRAN;Freiville-Sevran;TRAM;;A01761;TRAM 4;TRAM 4-412;4;541.9873982;488.02161108
-5.982058250234857, -1.3618504493483867;"{""coordinates"": [-1.361850449348387, -5.982058250234857], ""type"": ""Point""}";51611;461;LES MILONS;Les Milons;TRAM;;A01192;TRAM 2;TRAM 2-447;2;213.17501889;276.92901117
-5.982517162543039, -1.3616762956856772;"{""coordinates"": [-1.361676295685677, -5.982517162543039], ""type"": ""Point""}";44137;539;MEUDON-SUR-SEINE;Meudon-sur-Seine;TRAM;;A01192;TRAM 2;TRAM 2-433;2;237.02449542;201.92242708
-5.98155467937384, -1.3605224224818375;"{""coordinates"": [-1.360522422481838, -5.98155467937384], ""type"": ""Point""}";43055;302;GAMBETTA;Gambetta;METRO;METRO 3bis;A01549;METRO 3bis;METRO 3bis-103037;3b;430.4743042;345.77307129
-5.979829053383022, -1.3608987504337438;"{""coordinates"": [-1.360898750433744, -5.979829053383022], ""type"": ""Point""}";411332;1057;BORAN-SUR-OISE;Boran-sur-Oise;TRAIN;;A01849;TRAIN H;TRAIN H-505;H;385.4317515;625.34144252
-5.980044552887319, -1.3632302242219312;"{""coordinates"": [-1.363230224221931, -5.980044552887319], ""type"": ""Point""}";59301;1058;GISORS-EMBRANCHEMENT;Gisors-Embranchement;TRAIN;TRAIN J;A01852;TRAIN J;TRAIN J-506;J;9.86836708;611.50782716
-5.980134581799602, -1.3589123101233356;"{""coordinates"": [-1.358912310123336, -5.980134581799602], ""type"": ""Point""}";411372;1067;LA FERTE MILON;La Ferte Milon;TRAIN;TRAIN P;A01844;TRAIN P;TRAIN P-515;P;701.08794999;558.83766196
-5.979999774609641, -1.3600213468685054;"{""coordinates"": [-1.360021346868505, -5.979999774609641], ""type"": ""Point""}";44951;1002;PARC PR;Parc Pr;NAVETTE;;A01516;CDGVAL;CDGVAL-464;CDG;524.5392621;590.23998365
-5.981831966232142, -1.3607160252109072;"{""coordinates"": [-1.360716025210907, -5.981831966232142], ""type"": ""Point""}";43153;962;GARE DE LYON;Gare de Lyon;METRO;;A01534;METRO 1;METRO 1-338;1;396.99195256;303.10042911
-5.981428444148947, -1.3608959857907055;"{""coordinates"": [-1.360895985790705, -5.981428444148947], ""type"": ""Point""}";43138;313;GARE DE L'EST;Gare de l'Est;METRO;;A01537;METRO 4;METRO 4-327;4;371.72069786;369.29063318
-5.981428015498074, -1.3608882413050873;"{""coordinates"": [-1.360888241305087, -5.981428015498074], ""type"": ""Point""}";43138;314;GARE DE L'EST;Gare de l'Est;METRO;;A01538;METRO 5;METRO 5-327;5;372.96577347;369.29049991
-5.981427630206061, -1.3608812595111872;"{""coordinates"": [-1.360881259511187, -5.981427630206061], ""type"": ""Point""}";43138;315;GARE DE L'EST;Gare de l'Est;METRO;;A01540;METRO 7;METRO 7-327;7;374.0882866;369.29037975
-5.981344841946559, -1.3611793161692556;"{""coordinates"": [-1.361179316169256, -5.981344841946559], ""type"": ""Point""}";44867;766;SAINT-GEORGES;St-Georges;METRO;;A01545;METRO 12;METRO 12-112071;12;327.05151367;385.18389893
-5.981321962953978, -1.3612240029489022;"{""coordinates"": [-1.361224002948902, -5.981321962953978], ""type"": ""Point""}";42337;76;BLANCHE;Blanche;METRO;;A01535;METRO 2;METRO 2-102063;2;320.09210205;389.24230957
-5.981319572995678, -1.3611807092809844;"{""coordinates"": [-1.361180709280984, -5.981319572995678], ""type"": ""Point""}";44345;647;PIGALLE;Pigalle;METRO;;A01535;METRO 2;METRO 2-112073;2;327.0519661;389.2413481
-5.981434999521831, -1.3610146687467244;"{""coordinates"": [-1.361014668746724, -5.981434999521831], ""type"": ""Point""}";45165;659;POISSONIÈRE;Poissonière;METRO;;A01540;METRO 7;METRO 7-107047;7;352.64147949;369.29272461
-5.98123443047371, -1.3606933547886415;"{""coordinates"": [-1.360693354788642, -5.98123443047371], ""type"": ""Point""}";45598;209;CORENTIN CARIOU;Corentin Cariou;METRO;;A01540;METRO 7;METRO 7-107033;7;405.91308594;398.55267334
-5.981321285314451, -1.3606997002213288;"{""coordinates"": [-1.360699700221329, -5.981321285314451], ""type"": ""Point""}";58767;88;BOLIVAR;Bolivar;METRO;;A01550;METRO 7bis;METRO 7bis-117037;7b;404.12750244;384.70532227
-5.981313215623644, -1.360553447518027;"{""coordinates"": [-1.360553447518027, -5.981313215623644], ""type"": ""Point""}";42822;232;DANUBE;Danube;METRO;;A01550;METRO 7bis;METRO 7bis-117031;7b;427.63867188;384.70129395
-5.9814665041494965, -1.3608938879948418;"{""coordinates"": [-1.360893887994842, -5.981466504149497], ""type"": ""Point""}";42579;159;CHÂTEAU D'EAU;Château d'Eau;METRO;;A01537;METRO 4;METRO 4-104043;4;371.72007506;363.17935013
-5.981466638304022, -1.3608108092041828;"{""coordinates"": [-1.360810809204183, -5.981466638304022], ""type"": ""Point""}";43417;370;JACQUES BONSERGENT;Jacques Bonsergent;METRO;;A01538;METRO 5;METRO 5-105061;5;385.03387451;362.4216919
-5.982124014015866, -1.3608164311090367;"{""coordinates"": [-1.360816431109037, -5.982124014015866], ""type"": ""Point""}";45274;212;CORVISART;Corvisart;METRO;;A01539;METRO 6;METRO 6-106051;6;378.31530762;257.2387085
-5.982282924940706, -1.361285536476799;"{""coordinates"": [-1.361285536476799, -5.982282924940706], ""type"": ""Point""}";42844;980;DESNOUETTES;Desnouettes;TRAM;;A01193;TRAM 3a;TRAM 3a-1303;3A;301.7250855;235.95685627
-5.981609419760274, -1.360772025960205;"{""coordinates"": [-1.360772025960205, -5.981609419760274], ""type"": ""Point""}";58727;283;FILLES DU CALVAIRE;Filles du Calvaire;METRO;;A01541;METRO 8;METRO 8-108053;8;389.98608767;339.22173014
-5.981510567311923, -1.3612608871193048;"{""coordinates"": [-1.361260887119305, -5.981510567311923], ""type"": ""Point""}";58566;770;SAINT-LAZARE;St-Lazare;METRO;;A01546;METRO 13;METRO 13-329;13;312.51159668;359.37762451
-5.981510964177721, -1.361267670997327;"{""coordinates"": [-1.361267670997327, -5.981510964177721], ""type"": ""Point""}";58566;771;SAINT-LAZARE;St-Lazare;METRO;;A01536;METRO 3;METRO 3-329;3;311.4208374;359.37420654
-5.981575074035157, -1.3609584742068206;"{""coordinates"": [-1.360958474206821, -5.981575074035157], ""type"": ""Point""}";44825;792;SENTIER;Sentier;METRO;;A01536;METRO 3;METRO 3-103053;3;360.40808106;346.3717041
