Geo Point;Geo Shape;id_ref_ZdA;GARES_ID;NOM_GARE;NOM_IV;MODE_;TERMINUS;IDREFLIGA;RES_COM;LIGNE_CODE;INDICE_LIG;X;Y
-5.983024624251444, -1.3626704267477974;"{""coordinates"": [-1.362670426747797, -5.983024624251444], ""type"": ""Point""}";43209;925;TRAPPES;Trappes;TRAIN;;A01855;TRAIN U;TRAIN U-81;U;73.20121143;129.49777199
-5.98044341391928, -1.362967267223911;"{""coordinates"": [-1.362967267223911, -5.98044341391928], ""type"": ""Point""}";43104;128;CERGY LE HAUT;Cergy le Haut;RER;RER A;A01856;RER A;RER A-445;A;48.48002381;545.32861902
-5.98181718466091, -1.3609610256055715;"{""coordinates"": [-1.360961025605572, -5.98181718466091], ""type"": ""Point""}";44877;827;ST-MICHEL NOTRE DAME;St-Michel Notre Dame;RER;;A01857;RER B;RER B-295;B;357.85656838;307.6373215
-5.9816607932315975, -1.3609501093031944;"{""coordinates"": [-1.360950109303194, -5.981660793231597], ""type"": ""Point""}";45102;163;CHATELET-LES HALLES;Chatelet-les Halles;RER;;A01856;RER A;RER A-326;A;360.99025703;332.5756962
-5.9823073290652955, -1.3592218014197621;"{""coordinates"": [-1.359221801419762, -5.982307329065295], ""type"": ""Point""}";43208;857;TOURNAN;Tournan;TRAIN;;A01844;TRAIN P;TRAIN P-13;P;632.26594803;213.76725662
-5.981154414099097, -1.362738370533742;"{""coordinates"": [-1.362738370533742, -5.981154414099097], ""type"": ""Point""}";47874;661;POISSY;Poissy;TRAIN;;A01852;TRAIN J;TRAIN J-136;J;78.86979078;429.48446578
-5.981971509595302, -1.3613458872483033;"{""coordinates"": [-1.361345887248303, -5.981971509595302], ""type"": ""Point""}";45340;75;BIR HAKEIM;Bir Hakeim;METRO;;A01539;METRO 6;METRO 6-106075;6;294.80888942;286.34327019
-5.982252380581605, -1.3615318232083475;"{""coordinates"": [-1.361531823208348, -5.982252380581605], ""type"": ""Point""}";44524;695;PORTE DE SAINT-CLOUD;Pte de St-Cloud;METRO;;A01542;METRO 9;METRO 9-109027;9;262.52297806;243.02873318
-5.982108403148221, -1.3615319116451257;"{""coordinates"": [-1.361531911645126, -5.982108403148221], ""type"": ""Point""}";44138;543;MICHEL ANGE-AUTEUIL;Michel Ange-Auteuil;METRO;;A01542;METRO 9;METRO 9-110031;9;263.78319654;266.07763548
-5.9821670925731905, -1.361528712716002;"{""coordinates"": [-1.361528712716002, -5.98216709257319], ""type"": ""Point""}";44139;545;MICHEL ANGE-MOLITOR;Michel Ange-Molitor;METRO;;A01542;METRO 9;METRO 9-110035;9;263.77642534;256.65412747
-5.982222242195961, -1.361525706993983;"{""coordinates"": [-1.361525706993983, -5.982222242195961], ""type"": ""Point""}";42977;278;EXELMANS;Exelmans;METRO;;A01542;METRO 9;METRO 9-109029;9;263.76994042;247.79917504
-5.98160053010382, -1.3613462931574;"{""coordinates"": [-1.3613462931574, -5.98160053010382], ""type"": ""Point""}";44884;778;SAINT-PHILIPPE DU ROULE;St-Philippe du Roule;METRO;;A01542;METRO 9;METRO 9-109051;9;298.0274151;345.73324445
-5.981342648413679, -1.3607475558830457;"{""coordinates"": [-1.360747555883046, -5.981342648413679], ""type"": ""Point""}";43425;374;JAURÈS;Jaurès;METRO;;A01538;METRO 5;METRO 5-117039;5;396.26874139;381.70958596
-5.982067621851306, -1.360824495289771;"{""coordinates"": [-1.360824495289771, -5.982067621851306], ""type"": ""Point""}";43737;459;LES GOBELINS;Les Gobelins;METRO;;A01540;METRO 7;METRO 7-107075;7;377.52192303;266.33750952
-5.981782696882796, -1.3609823598106927;"{""coordinates"": [-1.360982359810693, -5.981782696882796], ""type"": ""Point""}";42640;188;CITÉ;Cité;METRO;;A01537;METRO 4;METRO 4-104055;4;354.74249854;313.3472394
-5.98209342612038, -1.3611342034358824;"{""coordinates"": [-1.361134203435882, -5.98209342612038], ""type"": ""Point""}";43238;562;MONTPARNASSE;Montparnasse;METRO;;A01545;METRO 12;METRO 12-285;12;327.65663018;264.95084049
-5.981711026915326, -1.3610838915861203;"{""coordinates"": [-1.36108389158612, -5.981711026915326], ""type"": ""Point""}";44236;619;PALAIS ROYAL-MUSÉE DU LOUVRE;Palais Royal-Musée du Louvre;METRO;;A01540;METRO 7;METRO 7-101057;7;339.10433244;325.71975798
-5.981843991020937, -1.3606274819508997;"{""coordinates"": [-1.3606274819509, -5.981843991020937], ""type"": ""Point""}";44637;735;REUILLY-DIDEROT;Reuilly-Diderot;METRO;;A01541;METRO 8;METRO 8-101043;8;411.07627312;300.39106363
-5.982272717040618, -1.3611018931091627;"{""coordinates"": [-1.361101893109163, -5.982272717040618], ""type"": ""Point""}";44526;983;PORTE DE VANVES;Pte de Vanves;TRAM;;A01193;TRAM 3a;TRAM 3a-114039;3A;331.24808547;235.96364552
-5.981458460124458, -1.3614065904353887;"{""coordinates"": [-1.361406590435389, -5.981458460124458], ""type"": ""Point""}";45056;908;VILLIERS;Villiers;METRO;;A01536;METRO 3;METRO 3-103067;3;289.62090059;369.00988771
-5.981585107265848, -1.3611400285768331;"{""coordinates"": [-1.361140028576833, -5.981585107265848], ""type"": ""Point""}";42237;607;OPÉRA;Opéra;METRO;;A01540;METRO 7;METRO 7-108041;7;331.2217673;346.37437476
-5.981358911690694, -1.3609452090917356;"{""coordinates"": [-1.360945209091736, -5.981358911690694], ""type"": ""Point""}";43233;319;GARE DU NORD;Gare du Nord;METRO;;A01538;METRO 5;METRO 5-384;5;364.44717038;380.85730248
-5.9817178128276, -1.3612067619176862;"{""coordinates"": [-1.361206761917686, -5.9817178128276], ""type"": ""Point""}";45676;201;CONCORDE;Concorde;METRO;;A01541;METRO 8;METRO 8-101061;8;319.35185101;325.7222238
-5.981127653692937, -1.3601483562710246;"{""coordinates"": [-1.360148356271025, -5.981127653692937], ""type"": ""Point""}";44325;972;PETIT NOISY;Petit Noisy;TRAM;;A01191;TRAM 1;TRAM 1-1024;1;494.20414284;410.81709414
-5.982289679122557, -1.3614071943595618;"{""coordinates"": [-1.361407194359562, -5.982289679122557], ""type"": ""Point""}";58798;978;PONT DU GARIGLIANO;Pont du Garigliano;TRAM;TRAM  3a;A01193;TRAM 3a;TRAM 3a-1301;3A;282.16714706;235.95357885
-5.981022846898336, -1.359856460666973;"{""coordinates"": [-1.359856460666973, -5.981022846898336], ""type"": ""Point""}";46520;13;ALLÉE DE LA TOUR RENDEZ-VOUS;Allée de la Tour Rendez-Vous;TRAM;;A01761;TRAM 4;TRAM 4-363;4;541.91316194;425.00879335
-5.980553802898127, -1.3599073773163126;"{""coordinates"": [-1.359907377316313, -5.980553802898127], ""type"": ""Point""}";411283;994;ROUGEMENONT-CHANTELOUP;Rougemenont-Chanteloup;TRAM;;A01761;TRAM 4;TRAM 4-1401;4;537.90269697;500.54334255
-5.982468318230629, -1.361824103385383;"{""coordinates"": [-1.361824103385383, -5.982468318230629], ""type"": ""Point""}";44189;575;MUSÉE DE SÈVRES;Musée de Sèvres;TRAM;;A01192;TRAM 2;TRAM 2-322;2;213.76765653;211.05125294
-5.982408927019704, -1.361398950815476;"{""coordinates"": [-1.361398950815476, -5.982408927019704], ""type"": ""Point""}";43410;368;ISSY-VAL-DE-SEINE;Issy-Val-de-Seine;TRAM;;A01192;TRAM 2;TRAM 2-317;2;282.43305302;216.7911595
-5.980766053082231, -1.3607632354887151;"{""coordinates"": [-1.360763235488715, -5.980766053082231], ""type"": ""Point""}";44859;761;BASILIQUE DE SAINT-DENIS;Basilique de St-Denis;METRO;;A01546;METRO 13;METRO 13-114081;13;398.85830718;474.14896867
-5.9802659814229955, -1.3632154251370954;"{""coordinates"": [-1.363215425137095, -5.980265981422995], ""type"": ""Point""}";411348;1062;LAVILLETERTRE;Lavilletertre;TRAIN;;A01852;TRAIN J;TRAIN J-510;J;10.27947998;575.93109131
-5.980144688107506, -1.3632247232157404;"{""coordinates"": [-1.36322472321574, -5.980144688107506], ""type"": ""Point""}";411345;1060;CHAUMONT-EN-VEXIN;Chaumont-en-Vexin;TRAIN;;A01852;TRAIN J;TRAIN J-508;J;9.86328125;595.4296875
-5.979791058229061, -1.3594123606222637;"{""coordinates"": [-1.359412360622264, -5.979791058229061], ""type"": ""Point""}";411390;1065;NANTEUIL-LE-HAUDOUIN;Nanteuil-le-Haudouin;TRAIN;;A02175;TRAIN K;TRAIN K-513;K;623.98552544;618.25610278
-5.979781258225887, -1.3592344056702361;"{""coordinates"": [-1.359234405670236, -5.979781258225887], ""type"": ""Point""}";411396;1063;CREPY-EN-VALOIS;Crepy-en-Valois;TRAIN;TRAIN K;A02175;TRAIN K;TRAIN K-511;K;652.59230631;618.2488516
-5.980475515643875, -1.3587950651454448;"{""coordinates"": [-1.358795065145445, -5.980475515643875], ""type"": ""Point""}";411378;1069;CHATEAU-THIERRY;Chateau-Thierry;TRAIN;TRAIN P;A01844;TRAIN P;TRAIN P-517;P;716.86279764;503.22364956
-5.983648758972785, -1.35992694080102;"{""coordinates"": [-1.35992694080102, -5.983648758972785], ""type"": ""Point""}";411488;1050;FERRIERES FONTENAY;Ferrieres Fontenay;TRAIN;;A01845;TRAIN R;TRAIN R-499;R;507.38361609;5.27304096
-5.982646723566445, -1.3630891776526164;"{""coordinates"": [-1.363089177652616, -5.982646723566445], ""type"": ""Point""}";411495;1048;MARCHEZAIS BROUE;Marchezais Broue;TRAIN;;A01847;TRAIN N;TRAIN N-497;N;9.43310547;193.70489502
-5.980021673322903, -1.3598897945800354;"{""coordinates"": [-1.359889794580035, -5.980021673322903], ""type"": ""Point""}";52244;1004;PARC PX;Parc Px;NAVETTE;;A01516;CDGVAL;CDGVAL-465;CDG;545.42881512;585.56912767
-5.983054142217648, -1.3608781636253715;"{""coordinates"": [-1.360878163625372, -5.983054142217648], ""type"": ""Point""}";42165;9;AÉROPORT ORLY 4;Aéroport Orly 4;NAVETTE;ORLYVAL;A01551;ORLYVAL;ORLYVAL-450;ORL;360.18994899;108.88888574
-5.98166617956198, -1.3609887812556576;"{""coordinates"": [-1.360988781255658, -5.98166617956198], ""type"": ""Point""}";417675;460;LES HALLES;Les Halles;METRO;;A01537;METRO 4;METRO 4-104051;4;354.74450113;332.05618205
-5.9822557148371125, -1.3606171552629784;"{""coordinates"": [-1.360617155262978, -5.982255714837112], ""type"": ""Point""}";44507;704;PORTE D'IVRY;Pte d'Ivry;METRO;;A01540;METRO 7;METRO 7-107087;7;409.08789063;234.39031982
-5.981393173897575, -1.3605514186124081;"{""coordinates"": [-1.360551418612408, -5.981393173897575], ""type"": ""Point""}";44396;651;PLACE DES FÊTES;Place des Fêtes;METRO;;A01550;METRO 7bis;METRO 7bis-111039;7b;427.25628662;371.88372803
-5.981376359964995, -1.36133317808935;"{""coordinates"": [-1.36133317808935, -5.981376359964995], ""type"": ""Point""}";44662;746;ROME;Rome;METRO;;A01535;METRO 2;METRO 2-102067;2;302.11328125;381.50189209
-5.98131685432284, -1.3611315248079028;"{""coordinates"": [-1.361131524807903, -5.98131685432284], ""type"": ""Point""}";42210;21;ANVERS;Anvers;METRO;;A01535;METRO 2;METRO 2-102059;2;334.9586792;389.24072266
-5.981365735022778, -1.3612688687994727;"{""coordinates"": [-1.361268868799473, -5.981365735022778], ""type"": ""Point""}";43814;467;LIÈGE;Liège;METRO;;A01546;METRO 13;METRO 13-114063;13;312.51412774;382.63284852
-5.981424173365819, -1.361188783446066;"{""coordinates"": [-1.361188783446066, -5.981424173365819], ""type"": ""Point""}";45170;861;TRINITÉ D'ESTIENNE D'ORVES;Trinité d'Estienne D'Orves;METRO;;A01545;METRO 12;METRO 12-112067;12;324.83209229;372.56848145
-5.981509838542892, -1.3612477007938093;"{""coordinates"": [-1.361247700793809, -5.981509838542892], ""type"": ""Point""}";58566;769;GARE SAINT-LAZARE;Gare Saint-Lazare;METRO;;A01545;METRO 12;METRO 12-329;12;314.63140869;359.37744141
-5.9813071870200165, -1.3609565124542597;"{""coordinates"": [-1.36095651245426, -5.981307187020017], ""type"": ""Point""}";43524;409;LA CHAPELLE;La Chapelle;METRO;;A01535;METRO 2;METRO 2-102055;2;363.09330817;389.23760742
-5.981564907145676, -1.3613156976391685;"{""coordinates"": [-1.361315697639168, -5.981564907145676], ""type"": ""Point""}";43511;549;MIROMESNIL;Miromesnil;METRO;;A01542;METRO 9;METRO 9-114059;9;303.246145;351.16454877
-5.981539201761129, -1.3610941087909556;"{""coordinates"": [-1.361094108790956, -5.981539201761129], ""type"": ""Point""}";44642;737;RICHELIEU-DROUOT;Richelieu-Drouot;METRO;;A01541;METRO 8;METRO 8-108043;8;338.9875108;353.31601446
-5.981262868424812, -1.3604912836891014;"{""coordinates"": [-1.360491283689101, -5.981262868424812], ""type"": ""Point""}";44521;694;PORTE DE PANTIN;Pte de Pantin;METRO;;A01538;METRO 5;METRO 5-105047;5;438.04721417;392.2101878
-5.98140596244388, -1.3606365681823591;"{""coordinates"": [-1.360636568182359, -5.98140596244388], ""type"": ""Point""}";44580;716;PYRÉNÉES;Pyrénées;METRO;;A01544;METRO 11;METRO 11-111043;11;413.49627686;370.59088135
-5.981864525020267, -1.3609929959541842;"{""coordinates"": [-1.360992995954184, -5.981864525020267], ""type"": ""Point""}";58716;605;ODÉON;Odéon;METRO;;A01537;METRO 4;METRO 4-104059;4;352.3137207;300.34228516
-5.982134097582729, -1.3609989285483626;"{""coordinates"": [-1.360998928548363, -5.982134097582729], ""type"": ""Point""}";45314;723;RASPAIL;Raspail;METRO;;A01537;METRO 4;METRO 4-104071;4;348.97722728;257.24165029
-5.982098398677862, -1.3612043374956708;"{""coordinates"": [-1.361204337495671, -5.982098398677862], ""type"": ""Point""}";44273;629;PASTEUR;Pasteur;METRO;;A01539;METRO 6;METRO 6-112043;6;316.37207365;264.77640672
-5.982123687624063, -1.3613210336022654;"{""coordinates"": [-1.361321033602265, -5.982123687624063], ""type"": ""Point""}";42734;197;COMMERCE;Commerce;METRO;;A01541;METRO 8;METRO 8-108027;8;297.4453125;261.76208496
-5.982234978361939, -1.3612365915326756;"{""coordinates"": [-1.361236591532676, -5.982234978361939], ""type"": ""Point""}";42751;206;CONVENTION;Convention;METRO;;A01545;METRO 12;METRO 12-112037;12;309.99390264;243.19836272
-5.982041896007157, -1.3605748363032593;"{""coordinates"": [-1.360574836303259, -5.982041896007157], ""type"": ""Point""}";45234;221;COUR SAINT-EMILION;Cour St-Emilion;METRO;;A01547;METRO 14;METRO 14-114001;14;417.76251221;268.24371338
-5.982131046467742, -1.3609437081903597;"{""coordinates"": [-1.36094370819036, -5.982131046467742], ""type"": ""Point""}";42835;237;DENFERT-ROCHEREAU;Denfert-Rochereau;METRO;;A01539;METRO 6;METRO 6-297;6;357.85445477;257.24070008
-5.981794804200991, -1.360638270573069;"{""coordinates"": [-1.360638270573069, -5.981794804200991], ""type"": ""Point""}";42980;279;FAIDHERBE-CHALIGNY;Faidherbe-Chaligny;METRO;;A01541;METRO 8;METRO 8-108063;8;409.7824707;308.36029053
-5.981714284775566, -1.3611429071969852;"{""coordinates"": [-1.361142907196985, -5.981714284775566], ""type"": ""Point""}";45664;864;TUILERIES;Tuileries;METRO;;A01534;METRO 1;METRO 1-101059;1;329.61712647;325.72113037
-5.981878075329241, -1.3611892926213252;"{""coordinates"": [-1.361189292621325, -5.981878075329241], ""type"": ""Point""}";45131;873;VARENNE;Varenne;METRO;;A01546;METRO 13;METRO 13-114053;13;320.733365;299.91259301
-5.98343760941271, -1.3630862474313636;"{""coordinates"": [-1.363086247431364, -5.98343760941271], ""type"": ""Point""}";411504;1030;LA VILLETTE-SAINT-PREST;La Villette-Saint-Prest;TRAIN;;;GL;GRD LIGNES-479;GL;2.8998977;67.07177249
-5.983793705697014, -1.3626359725094492;"{""coordinates"": [-1.362635972509449, -5.983793705697014], ""type"": ""Point""}";59049;1033;AUNEAU;Auneau;TRAIN;;;GL;GRD LIGNES-482;GL;71.91420556;6.07500224
-5.983793705697014, -1.3626359725094492;"{""coordinates"": [-1.362635972509449, -5.983793705697014], ""type"": ""Point""}";411449;1034;VOVES;Voves;TRAIN;;;GL;GRD LIGNES-483;GL;71.91420556;6.07500224
-5.983793705697014, -1.3626359725094492;"{""coordinates"": [-1.362635972509449, -5.983793705697014], ""type"": ""Point""}";411446;1035;BONNEVAL;Bonneval;TRAIN;;;GL;GRD LIGNES-484;GL;71.91420556;6.07500224
-5.98272478851897, -1.3601693285680296;"{""coordinates"": [-1.36016932856803, -5.98272478851897], ""type"": ""Point""}";44453;1072;CRÉTEIL-POINTE DU LAC;Créteil-Pointe du Lac;METRO;METRO 8;A01541;METRO 8;METRO 8-108092;8;476.71107677;155.33273898
-5.98214388189821, -1.360456066875083;"{""coordinates"": [-1.360456066875083, -5.98214388189821], ""type"": ""Point""}";58730;1103;BARON LE ROY;Baron le Roy;TRAM;;A01193;TRAM 3a;TRAM 3a-1316;3A;435.89535699;250.86559213
-5.982040600844936, -1.360443143094519;"{""coordinates"": [-1.360443143094519, -5.982040600844936], ""type"": ""Point""}";44512;1102;PORTE DE CHARENTON;Pte de Charenton;TRAM;;A01193;TRAM 3a;TRAM 3a-108075;3A;438.88061651;267.28436371
-5.981148098291382, -1.3606161353353652;"{""coordinates"": [-1.360616135335365, -5.981148098291382], ""type"": ""Point""}";44518;1110;PORTE DE LA VILLETTE;Pte de la Villette;TRAM;;A01757;TRAM 3b;TRAM 3b-107031;3B;419.05291748;411.68847656
-5.981044402152008, -1.3621837773319825;"{""coordinates"": [-1.362183777331982, -5.981044402152008], ""type"": ""Point""}";44678;1091;PARC PIERRE LAGRAVÈRE;Parc Pierre Lagravère;TRAM;;A01192;TRAM 2;TRAM 2-1510;2;168.72736064;442.17941989
-5.981085290249619, -1.362138140317235;"{""coordinates"": [-1.362138140317235, -5.981085290249619], ""type"": ""Point""}";58494;1090;VICTOR BASCH;Victor Basch;TRAM;;A01192;TRAM 2;TRAM 2-1509;2;175.67963652;435.22963981
-5.981860194300921, -1.3611989114964127;"{""coordinates"": [-1.361198911496413, -5.981860194300921], ""type"": ""Point""}";43409;425;LA TOUR MAUBOURG;La Tour Maubourg;METRO;;A01541;METRO 8;METRO 8-108033;8;319.34991455;302.86010742
-5.982217280747392, -1.361315873808995;"{""coordinates"": [-1.361315873808995, -5.982217280747392], ""type"": ""Point""}";45363;479;LOURMEL;Lourmel;METRO;;A01541;METRO 8;METRO 8-108021;8;297.44390869;246.73388672
-5.982168311116829, -1.3609626202649008;"{""coordinates"": [-1.360962620264901, -5.982168311116829], ""type"": ""Point""}";44183;573;MOUTON-DUVERNET;Mouton-Duvernet;METRO;;A01537;METRO 4;METRO 4-104075;4;354.49343978;251.44298023
-5.981898431016627, -1.361416347183831;"{""coordinates"": [-1.361416347183831, -5.981898431016627], ""type"": ""Point""}";45417;626;PASSY;Passy;METRO;;A01539;METRO 6;METRO 6-106077;6;284.16320649;298.6660419
-5.981636028861317, -1.3605789483253106;"{""coordinates"": [-1.360578948325311, -5.981636028861317], ""type"": ""Point""}";44332;640;PHILIPPE AUGUSTE;Philippe Auguste;METRO;;A01535;METRO 2;METRO 2-102039;2;420.69520248;333.25166456
-5.981988181816971, -1.360828874524518;"{""coordinates"": [-1.360828874524518, -5.981988181816971], ""type"": ""Point""}";44435;655;PLACE MONGE;Place Monge;METRO;;A01540;METRO 7;METRO 7-107071;7;377.52327089;279.09315218
-5.981650046547558, -1.360847635385359;"{""coordinates"": [-1.360847635385359, -5.981650046547558], ""type"": ""Point""}";44593;721;RAMBUTEAU;Rambuteau;METRO;;A01544;METRO 11;METRO 11-111053;11;377.50869457;333.38810651
-5.982044136028832, -1.361535414803803;"{""coordinates"": [-1.361535414803803, -5.982044136028832], ""type"": ""Point""}";44594;722;RANELAGH;Ranelagh;METRO;;A01542;METRO 9;METRO 9-109037;9;263.79059653;276.39659618
-5.981664552078739, -1.3607547083035012;"{""coordinates"": [-1.360754708303501, -5.981664552078739], ""type"": ""Point""}";44641;736;RICHARD LENOIR;Richard Lenoir;METRO;;A01538;METRO 5;METRO 5-105067;5;392.27368164;330.24267578
-5.981534195874004, -1.3610159935199813;"{""coordinates"": [-1.361015993519981, -5.981534195874004], ""type"": ""Point""}";43310;754;GRANDS BOULEVARDS;Grands Boulevards;METRO;;A01541;METRO 8;METRO 8-108045;8;351.55133057;353.42510986
-5.981948194643736, -1.3611854277322486;"{""coordinates"": [-1.361185427732249, -5.981948194643736], ""type"": ""Point""}";45139;765;SAINT-FRANÇOIS-XAVIER;St-François-Xavier;METRO;;A01546;METRO 13;METRO 13-114051;13;320.73215983;288.65348173
-5.982009991811776, -1.3611996592485622;"{""coordinates"": [-1.361199659248562, -5.982009991811776], ""type"": ""Point""}";51612;791;SÉGUR;Ségur;METRO;;A01543;METRO 10;METRO 10-110049;10;317.90444358;278.88721708
-5.981532873776698, -1.3607762449575727;"{""coordinates"": [-1.360776244957573, -5.981532873776698], ""type"": ""Point""}";44617;732;RÉPUBLIQUE;République;METRO;;A01541;METRO 8;METRO 8-109069;8;389.98740328;351.51266299
-5.981695039070581, -1.360575696218387;"{""coordinates"": [-1.360575696218387, -5.981695039070581], ""type"": ""Point""}";45196;11;ALEXANDRE DUMAS;Alexandre Dumas;METRO;;A01535;METRO 2;METRO 2-102037;2;420.694191;323.77638847
-5.981762384906371, -1.3605719853925429;"{""coordinates"": [-1.360571985392543, -5.981762384906371], ""type"": ""Point""}";42271;44;AVRON;Avron;METRO;;A01535;METRO 2;METRO 2-102035;2;420.69303077;312.96285523
-5.98152386294153, -1.360958353275796;"{""coordinates"": [-1.360958353275796, -5.98152386294153], ""type"": ""Point""}";45100;91;BONNE NOUVELLE;Bonne Nouvelle;METRO;;A01542;METRO 9;METRO 9-108047;9;360.88067627;354.56848145
-5.982138520847043, -1.3615031602026622;"{""coordinates"": [-1.361503160202662, -5.982138520847043], ""type"": ""Point""}";42543;149;CHARDON-LAGACHE;Chardon-Lagache;METRO;;A01543;METRO 10;METRO 10-110037;10;268.12457856;261.00146711
-5.98045175255648, -1.360888200577936;"{""coordinates"": [-1.360888200577936, -5.98045175255648], ""type"": ""Point""}";46345;1125;ALCIDE D'ORBIGNY;Alcide d'Orbigny;TRAM;;A01760;TRAM 5;TRAM 5-1510;5;381.74336806;525.96260574
-5.98040282600303, -1.360855965077145;"{""coordinates"": [-1.360855965077145, -5.98040282600303], ""type"": ""Point""}";58639;1124;JACQUES PRÉVERT;Jacques Prévert;TRAM;;A01760;TRAM 5;TRAM 5-1511;5;387.2111733;533.11496537
-5.980377068535223, -1.360790148382772;"{""coordinates"": [-1.360790148382772, -5.980377068535223], ""type"": ""Point""}";58640;1123;BUTTE PINSON;Butte Pinson;TRAM;;A01760;TRAM 5;TRAM 5-1512;5;397.987444;536.65500103
-5.982896527284037, -1.3609433694222282;"{""coordinates"": [-1.360943369422228, -5.982896527284037], ""type"": ""Point""}";58780;1153;ROBERT SCHUMAN;Robert Schuman;TRAM;;A02134;TRAM 7;TRAM 7-1802;7;351.13419221;134.69822432
-5.982964528295999, -1.3609396205724242;"{""coordinates"": [-1.360939620572424, -5.982964528295999], ""type"": ""Point""}";58813;1155;HÉLÈNE BOUCHER;Hélène Boucher;TRAM;;A02134;TRAM 7;TRAM 7-1803;7;351.13325778;123.77914778
-5.9829960262972826, -1.3609260426832357;"{""coordinates"": [-1.360926042683236, -5.982996026297283], ""type"": ""Point""}";58781;1156;CAROLINE AIGLE;Caroline Aigle;TRAM;;A02134;TRAM 7;TRAM 7-1804;7;353.03066633;118.61655598
-5.982570583620165, -1.3610942085744397;"{""coordinates"": [-1.36109420857444, -5.982570583620165], ""type"": ""Point""}";42588;1160;CHÂTILLON MONTROUGE;Châtillon Montrouge;TRAM;TRAM  6;A02149;TRAM 6;TRAM 6-114033;6;329.84356538;188.21243615
-5.98279299319774, -1.36140173390748;"{""coordinates"": [-1.36140173390748, -5.98279299319774], ""type"": ""Point""}";42642;1167;MAIL DE LA PLAINE;Mail de la Plaine;TRAM;;A02149;TRAM 6;TRAM 6-117052;6;278.58759601;155.33367759
-5.982870286848744, -1.3616833918481044;"{""coordinates"": [-1.361683391848104, -5.982870286848744], ""type"": ""Point""}";44285;1174;INNOVEL PARC NORD;Innovel Parc Nord;TRAM;;A02149;TRAM 6;TRAM 6-117045;6;232.76161878;145.45629941
-5.980609932115454, -1.361015637490596;"{""coordinates"": [-1.361015637490596, -5.980609932115454], ""type"": ""Point""}";59329;1186;PABLO NERUDA;Pablo Neruda;TRAM;;A02150;TRAM 8;TRAM 8-117064;8;359.78815585;501.37677394
-5.980633160163706, -1.3610143575301412;"{""coordinates"": [-1.361014357530141, -5.980633160163706], ""type"": ""Point""}";59327;1185;JEAN VILAR;Jean Vilar;TRAM;;A02150;TRAM 8;TRAM 8-117063;8;359.78772575;497.64714762
-5.980661712289446, -1.3612568596640495;"{""coordinates"": [-1.36125685966405, -5.980661712289446], ""type"": ""Point""}";415806;1191;ROSE BERTIN;Rose Bertin;TRAM;;A02150;TRAM 8;TRAM 8-117069;8;320.66982927;495.22532609
-5.9808458510318925, -1.3610024963383838;"{""coordinates"": [-1.361002496338384, -5.980845851031892], ""type"": ""Point""}";50567;1180;PIERRE DE GEYTER;Pierre de Geyter;TRAM;;A02150;TRAM 8;TRAM 8-117059;8;359.80640695;463.49495326
-5.982853878209857, -1.3618728038353565;"{""coordinates"": [-1.361872803835356, -5.982853878209857], ""type"": ""Point""}";462388;1199;VIROFLAY R.G;Viroflay R.G.;TRAM;;A02149;TRAM 6;TRAM 6-73;6;202.54942323;149.76176664
-5.981179887889328, -1.3613075950785458;"{""coordinates"": [-1.361307595078546, -5.981179887889328], ""type"": ""Point""}";44515;1212;EPINETTES - POUCHET;Epinettes - Pouchet;TRAM;;A01757;TRAM 3b;TRAM 3b-1614;3B;307.9524581;412.72635013
-5.981193341820131, -1.3614792236400655;"{""coordinates"": [-1.361479223640065, -5.981193341820131], ""type"": ""Point""}";44515;1214;PORTE DE CLICHY;Pte de Clichy - Tribunal De Paris;TRAM;;A01757;TRAM 3b;TRAM 3b-442;3B;280.32672119;412.09350586
-5.9808562782001315, -1.3596783902575882;"{""coordinates"": [-1.359678390257588, -5.980856278200132], ""type"": ""Point""}";477277;1222;CLICHY-MONTFERMEIL;Clichy-Montfermeil;TRAM;;A01761;TRAM 4;TRAM 4-528;4;572.89943266;450.13408195
-5.980889313623548, -1.3596733816540605;"{""coordinates"": [-1.35967338165406, -5.980889313623548], ""type"": ""Point""}";477284;1223;NOTRE-DAME DES ANGES;Notre-Dame des Anges;TRAM;;A01761;TRAM 4;TRAM 4-529;4;578.75383806;450.13121157
-5.982702012079394, -1.3605997173965518;"{""coordinates"": [-1.360599717396552, -5.982702012079394], ""type"": ""Point""}";479028;1240;WATTEAU - RONDENAY;Watteau - Rondenay;TRAM;;A01855;TRAM 9;TRAM 9-117082;9;407.93337339;162.7919036
-5.982730798338053, -1.360598129472695;"{""coordinates"": [-1.360598129472695, -5.982730798338053], ""type"": ""Point""}";479026;1241;TROIS COMMUNES;Trois Communes;TRAM;;A01855;TRAM 9;TRAM 9-117083;9;407.93313351;158.16966441
-5.982758691495263, -1.3605965908150788;"{""coordinates"": [-1.360596590815079, -5.982758691495263], ""type"": ""Point""}";479027;1242;VERDUN HOCHE;Verdun Hoche;TRAM;;A01855;TRAM 9;TRAM 9-117084;9;407.93290107;153.69082962
-5.982880277868221, -1.3606008206148283;"{""coordinates"": [-1.360600820614828, -5.982880277868221], ""type"": ""Point""}";478984;1247;LES SAULES;Les Saules;TRAM;;A01855;TRAM 9;TRAM 9-350;9;406.17902297;134.26444956
