Code établissement;Appellation officielle;Dénomination principale;Patronyme uai;Secteur Public/Privé;Adresse;Lieu dit;Boite postale;Code postal;Localite d'acheminement;Commune;Coordonnee X;Coordonnee Y;EPSG;Latitude;Longitude;Qualité d'appariement;Localisation;Code nature;Nature;Code état établissement;Etat établissement;Code département;Code région;Code académie;Code commune;Département;Région;Académie;Position;secteur_prive_code_type_contrat;secteur_prive_libelle_type_contrat;code_ministere;libelle_ministere;date_ouverture
0750972Z;E.E.PU POUCHET 42 rue Pouchet;ECOLE ELEMENTAIRE PUBLIQUE;POUCHET;Public;42 rue Pouchet;;;75017;PARIS;Paris 17e  Arrondissement;650172.0;6866194.2;EPSG:2154;48.89382668509632;2.3204075467177527;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;075;11;01;75117;Paris;Ile-de-France;Paris;48.89382668509632, 2.3204075467177527;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0750981J;E.E.PU RECOLLETS 19 passage des Récollets;ECOLE ELEMENTAIRE PUBLIQUE;RECOLLETS;Public;19 passage des Récollets;;;75010;PARIS;Paris 10e  Arrondissement;653095.9;6863999.0;EPSG:2154;48.874305594069014;2.3605265980067816;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;075;11;01;75110;Paris;Ile-de-France;Paris;48.874305594069014, 2.3605265980067816;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0750984M;E.E.PU REUILLY EA 57 rue de Reuilly;ECOLE ELEMENTAIRE PUBLIQUE;REUILLY EA;Public;57 rue de Reuilly;;;75012;PARIS;Paris 12e  Arrondissement;655129.2;6860809.1;EPSG:2154;48.84576398186955;2.3885834766868514;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;075;11;01;75112;Paris;Ile-de-France;Paris;48.84576398186955, 2.3885834766868514;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0750986P;E.P.PU ROBERT ESTIENNE 8 rue Robert Estienne;ECOLE PRIMAIRE PUBLIQUE;ROBERT ESTIENNE;Public;8 rue Robert Estienne;;;75008;PARIS;Paris  8e  Arrondissement;649026.1;6863400.9;EPSG:2154;48.86861777751299;2.305114936280163;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;075;11;01;75108;Paris;Ile-de-France;Paris;48.86861777751299, 2.305114936280163;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0750994Y;E.E.PU SIMON BOLIVAR EA 119 avenue Simon Bolivar;ECOLE ELEMENTAIRE PUBLIQUE;SIMON BOLIVAR EA;Public;119 avenue Simon Bolivar;;;75019;PARIS;Paris 19e  Arrondissement;654102.7;6864606.1;EPSG:2154;48.879837636015125;2.3741867637464917;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;075;11;01;75119;Paris;Ile-de-France;Paris;48.879837636015125, 2.3741867637464917;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0750999D;E.E.PU ST LAMBERT EA 10 rue Saint Lambert;ECOLE ELEMENTAIRE PUBLIQUE;ST LAMBERT EA;Public;10 rue Saint Lambert;;;75015;PARIS;Paris 15e  Arrondissement;647953.2;6860019.9;EPSG:2154;48.83812707246904;2.2909036439772175;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;075;11;01;75115;Paris;Ile-de-France;Paris;48.83812707246904, 2.2909036439772175;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0751002G;E.P.PU ST MARTIN 211 rue Saint Martin;ECOLE PRIMAIRE;ST MARTIN;Public;211 rue Saint Martin;;;75003;PARIS;Paris  3e  Arrondissement;652520.7;6862865.7;EPSG:2154;48.86407190017424;2.3528115159382894;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;075;11;01;75103;Paris;Ile-de-France;Paris;48.86407190017424, 2.3528115159382894;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0751003H;E.E.PU ST MAUR 22 rue Saint Maur;ECOLE ELEMENTAIRE PUBLIQUE;ST MAUR;Public;22 rue Saint Maur;;;75011;PARIS;Paris 11e  Arrondissement;654661.7;6862430.1;EPSG:2154;48.86030885012543;2.3820406505191953;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;075;11;01;75111;Paris;Ile-de-France;Paris;48.86030885012543, 2.3820406505191953;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0751009P;E.E.PU TANGER EA 41 rue de Tanger;ECOLE ELEMENTAIRE PUBLIQUE;TANGER EA;Public;41 rue de Tanger;;;75019;PARIS;Paris 19e  Arrondissement;653820.0;6865490.2;EPSG:2154;48.88776787271194;2.370236149711425;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;075;11;01;75119;Paris;Ile-de-France;Paris;48.88776787271194, 2.370236149711425;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0751042A;E.P.PU BELZUNCE 3 rue de Belzunce;ECOLE PRIMAIRE PUBLIQUE;BELZUNCE;Public;3 rue de Belzunce;;;75010;PARIS;Paris 10e  Arrondissement;652536.1;6864546.8;EPSG:2154;48.87919080592025;2.3528336190350947;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;075;11;01;75110;Paris;Ile-de-France;Paris;48.87919080592025, 2.3528336190350947;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0751056R;E.P.A.PU BOURSAULT 10 rue Boursault;ECOLE PRIMAIRE D'APPLICATION PUBLIQUE;BOURSAULT;Public;10 rue Boursault;;;75017;PARIS;Paris 17e  Arrondissement;650190.2;6864984.9;EPSG:2154;48.882953321305486;2.3207976255586003;Parfaite;Numéro de rue;153;ECOLE ELEMENTAIRE D APPLICATION;1;OUVERT;075;11;01;75117;Paris;Ile-de-France;Paris;48.882953321305486, 2.3207976255586003;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0751070F;E.E.PU CHAMPIONNET 69 rue Championnet;ECOLE ELEMENTAIRE PUBLIQUE;CHAMPIONNET;Public;69 rue Championnet;;;75018;PARIS;Paris 18e  Arrondissement;651987.7;6866392.7;EPSG:2154;48.895749682770315;2.3451478463878983;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;075;11;01;75118;Paris;Ile-de-France;Paris;48.895749682770315, 2.3451478463878983;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0751094G;E.E.PU DOUDEAUVILLE 7 rue Doudeauville;ECOLE ELEMENTAIRE PUBLIQUE;DOUDEAUVILLE;Public;7 rue Doudeauville;;;75018;PARIS;Paris 18e  Arrondissement;652977.7;6865619.8;EPSG:2154;48.88887235803276;2.3587357212049835;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;075;11;01;75118;Paris;Ile-de-France;Paris;48.88887235803276, 2.3587357212049835;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0751098L;E.E.PU EPINETTES 42 rue des Epinettes;ECOLE ELEMENTAIRE PUBLIQUE;EPINETTES;Public;42 rue des Epinettes;;;75017;PARIS;Paris 17e  Arrondissement;650430.1;6866524.5;EPSG:2154;48.89681685319718;2.323888968000455;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;075;11;01;75117;Paris;Ile-de-France;Paris;48.89681685319718, 2.323888968000455;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0751103S;E.E.PU FELIX FAURE 56 avenue Félix Faure;ECOLE ELEMENTAIRE PUBLIQUE;FELIX FAURE;Public;56 avenue Félix Faure;;;75015;PARIS;Paris 15e  Arrondissement;647641.0;6860308.7;EPSG:2154;48.84069895621581;2.2866148506690824;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;075;11;01;75115;Paris;Ile-de-France;Paris;48.84069895621581, 2.2866148506690824;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0751105U;E.E.A.PU FERDINAND FLOCON 5 rue Ferdinand Flocon;ECOLE ELEMENTAIRE APPLICATION PUBLIQUE;FERDINAND FLOCON;Public;5 rue Ferdinand Flocon;;;75018;PARIS;Paris 18e  Arrondissement;652037.6;6865936.2;EPSG:2154;48.891648281348004;2.34587999148028;Parfaite;Numéro de rue;153;ECOLE ELEMENTAIRE D APPLICATION;1;OUVERT;075;11;01;75118;Paris;Ile-de-France;Paris;48.891648281348004, 2.34587999148028;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0751106V;E.E.PU FESSART 4 rue Fessart;ECOLE ELEMENTAIRE PUBLIQUE;FESSART;Public;4 rue Fessart;;;75019;PARIS;Paris 19e  Arrondissement;655158.6;6864193.9;EPSG:2154;48.8762052098241;2.3886269750879547;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;075;11;01;75119;Paris;Ile-de-France;Paris;48.8762052098241, 2.3886269750879547;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0751111A;E.E.PU GAMBETTA 103 avenue Gambetta;ECOLE ELEMENTAIRE PUBLIQUE;GAMBETTA;Public;103 avenue Gambetta;;;75020;PARIS;Paris 20e  Arrondissement;655982.7;6863145.0;EPSG:2154;48.866829486337174;2.3999710853152245;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;075;11;01;75120;Paris;Ile-de-France;Paris;48.866829486337174, 2.3999710853152245;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0751112B;E.E.PU GENERAL BRUNET 7 rue du Général Brunet;ECOLE ELEMENTAIRE PUBLIQUE;GENERAL BRUNET;Public;7 rue du Général Brunet;;;75019;PARIS;Paris 19e  Arrondissement;655281.8;6864644.4;EPSG:2154;48.88026501692698;2.3902592034755443;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;075;11;01;75119;Paris;Ile-de-France;Paris;48.88026501692698, 2.3902592034755443;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0751117G;E.P.PU TOURNELLES 21 rue des Tournelles;ECOLE PRIMAIRE PUBLIQUE;TOURNELLES;Public;21 rue des Tournelles;;;75004;PARIS;Paris  4e  Arrondissement;653568.7;6861855.9;EPSG:2154;48.8550672679165;2.367206449055562;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;075;11;01;75104;Paris;Ile-de-France;Paris;48.8550672679165, 2.367206449055562;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0751120K;E.E.PU HIPPOLYTE MAINDRON 48 rue Hippolyte Maindron;ECOLE ELEMENTAIRE PUBLIQUE;HIPPOLYTE MAINDRON;Public;48 rue Hippolyte Maindron;;;75014;PARIS;Paris 14e  Arrondissement;650122.4;6859142.2;EPSG:2154;48.83040540353324;2.3205586733648844;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;075;11;01;75114;Paris;Ile-de-France;Paris;48.83040540353324, 2.3205586733648844;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0751125R;E.E.PU J.F LEPINE 6 rue Jean François Lépine;ECOLE ELEMENTAIRE PUBLIQUE;J.F LEPINE;Public;6 rue Jean François Lépine;;;75018;PARIS;Paris 18e  Arrondissement;652974.0;6865320.7;EPSG:2154;48.88618238302043;2.3587183907906426;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;075;11;01;75118;Paris;Ile-de-France;Paris;48.88618238302043, 2.3587183907906426;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0751129V;E.E.PU JOUFFROY 20 rue Jouffroy d'Abbans;ECOLE ELEMENTAIRE PUBLIQUE;JOUFFROY;Public;20 rue Jouffroy d'Abbans;;;75017;PARIS;Paris 17e  Arrondissement;649467.6;6865385.6;EPSG:2154;48.88650037058108;2.3108971253247126;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;075;11;01;75117;Paris;Ile-de-France;Paris;48.88650037058108, 2.3108971253247126;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0751144L;E.E.PU LONGCHAMP 130 rue de Longchamp;ECOLE ELEMENTAIRE PUBLIQUE;LONGCHAMP;Public;130 rue de Longchamp;;;75016;PARIS;Paris 16e  Arrondissement;647054.4;6863269.4;EPSG:2154;48.867276173763265;2.2782542332603466;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;075;11;01;75116;Paris;Ile-de-France;Paris;48.867276173763265, 2.2782542332603466;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0751185F;E.E.PU PORTE D'IVRY 51 avenue de la Porte d'Ivry;ECOLE ELEMENTAIRE PUBLIQUE;PORTE D'IVRY;Public;51 avenue de la Porte d'Ivry;;;75013;PARIS;Paris 13e  Arrondissement;653714.8;6858080.8;EPSG:2154;48.82112803677866;2.3696082361377875;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;075;11;01;75113;Paris;Ile-de-France;Paris;48.82112803677866, 2.3696082361377875;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0751190L;E.E.PU PYRENEES EB 291 rue des Pyrénées;ECOLE ELEMENTAIRE PUBLIQUE;PYRENEES EB;Public;291 rue des Pyrénées;;;75020;PARIS;Paris 20e  Arrondissement;655611.1;6863421.6;EPSG:2154;48.86929140788255;2.3948768630255843;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;075;11;01;75120;Paris;Ile-de-France;Paris;48.86929140788255, 2.3948768630255843;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0751198V;E.E.PU RIBLETTE EB 14 rue Riblette;ECOLE ELEMENTAIRE PUBLIQUE;RIBLETTE EB;Public;14 rue Riblette;;;75020;PARIS;Paris 20e  Arrondissement;656417.9;6862378.8;EPSG:2154;48.85996872031353;2.40598193013529;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;075;11;01;75120;Paris;Ile-de-France;Paris;48.85996872031353, 2.40598193013529;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0751205C;E.E.PU SERVAN 29 rue Servan;ECOLE ELEMENTAIRE PUBLIQUE;SERVAN;Public;29 rue Servan;;;75011;PARIS;Paris 11e  Arrondissement;654731.0;6862478.7;EPSG:2154;48.86075077878407;2.382979992397667;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;075;11;01;75111;Paris;Ile-de-France;Paris;48.86075077878407, 2.382979992397667;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0751210H;E.E.A.PU SIMON BOLIVAR EB 119 avenue Simon Bolivar;ECOLE ELEMENTAIRE APPLICATION PUBLIQUE;SIMON BOLIVAR EB;Public;119 avenue Simon Bolivar;;;75019;PARIS;Paris 19e  Arrondissement;654102.7;6864606.1;EPSG:2154;48.879837636015125;2.3741867637464917;Parfaite;Numéro de rue;153;ECOLE ELEMENTAIRE D APPLICATION;1;OUVERT;075;11;01;75119;Paris;Ile-de-France;Paris;48.879837636015125, 2.3741867637464917;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0751214M;E.E.PU ST JACQUES 28 rue Saint Jacques;ECOLE ELEMENTAIRE PUBLIQUE;ST JACQUES;Public;28 rue Saint Jacques;;;75005;PARIS;Paris  5e  Arrondissement;651984.5;6861453.8;EPSG:2154;48.851335091245254;2.3456624057981226;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;075;11;01;75105;Paris;Ile-de-France;Paris;48.851335091245254, 2.3456624057981226;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0751215N;E.E.PU ST LAMBERT EB 12 rue Saint Lambert;ECOLE ELEMENTAIRE PUBLIQUE;ST LAMBERT EB;Public;12 rue Saint Lambert;;;75015;PARIS;Paris 15e  Arrondissement;647956.8;6860015.6;EPSG:2154;48.838088693316216;2.2909532145285443;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;075;11;01;75115;Paris;Ile-de-France;Paris;48.838088693316216, 2.2909532145285443;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0751218S;E.E.PU PIERRE GIRARD 9 rue Pierre Girard;ECOLE ELEMENTAIRE PUBLIQUE;PIERRE GIRARD;Public;9 rue Pierre Girard;;;75019;PARIS;Paris 19e  Arrondissement;654505.3;6865278.1;EPSG:2154;48.885909310903955;2.3796040300017984;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;075;11;01;75119;Paris;Ile-de-France;Paris;48.885909310903955, 2.3796040300017984;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0751233H;E.E.PU VERTUS 8 rue des Vertus;ECOLE ELEMENTAIRE PUBLIQUE;VERTUS;Public;8 rue des Vertus;;;75003;PARIS;Paris  3e  Arrondissement;652892.1;6862872.9;EPSG:2154;48.86416391693439;2.3578730326800086;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;075;11;01;75103;Paris;Ile-de-France;Paris;48.86416391693439, 2.3578730326800086;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0751245W;E.M.PU ALLERAY 42 rue d'Alleray;ECOLE MATERNELLE PUBLIQUE;ALLERAY;Public;42 rue d'Alleray;;;75015;PARIS;Paris 15e  Arrondissement;648871.3;6859853.5;EPSG:2154;48.8367041275676;2.303431371750184;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;075;11;01;75115;Paris;Ile-de-France;Paris;48.8367041275676, 2.303431371750184;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0751259L;E.M.PU LACHAMBAUDIE 2 place Lachambaudie;ECOLE MATERNELLE PUBLIQUE;LACHAMBAUDIE;Public;2 place Lachambeaudie;;;75012;PARIS;Paris 12e  Arrondissement;654960.0;6859676.0;EPSG:2154;48.83556213402525;2.38639800099029;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;075;11;01;75112;Paris;Ile-de-France;Paris;48.83556213402525, 2.38639800099029;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0751260M;E.M.PU BESLAY 2 passage Beslay;ECOLE MATERNELLE PUBLIQUE;BESLAY;Public;2 passage Beslay;;;75011;PARIS;Paris 11e  Arrondissement;654035.1;6862734.4;EPSG:2154;48.86300098037171;2.3734675630512654;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;075;11;01;75111;Paris;Ile-de-France;Paris;48.86300098037171, 2.3734675630512654;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0751261N;E.M.PU BERCY N 167 rue de Bercy;ECOLE MATERNELLE PUBLIQUE;BERCY N;Public;167 rue de Bercy;;;75012;PARIS;Paris 12e  Arrondissement;654147.1;6860465.7;EPSG:2154;48.842606638555;2.375238803201148;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;075;11;01;75112;Paris;Ile-de-France;Paris;48.842606638555, 2.375238803201148;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0751271Z;E.M.PU C. LAGACHE 21 rue du Capitaine Lagache;ECOLE MATERNELLE PUBLIQUE;C. LAGACHE;Public;21 rue du Capitaine Lagache;;;75017;PARIS;Paris 17e  Arrondissement;650527.3;6866004.0;EPSG:2154;48.89214369663275;2.3252753293689974;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;075;11;01;75117;Paris;Ile-de-France;Paris;48.89214369663275, 2.3252753293689974;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0751273B;E.M.PU CENDRIERS 20 rue des Cendriers;ECOLE MATERNELLE PUBLIQUE;CENDRIERS;Public;20 rue des Cendriers;;;75020;PARIS;Paris 20e  Arrondissement;655021.7;6863008.8;EPSG:2154;48.86553826972913;2.386885995704552;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;075;11;01;75120;Paris;Ile-de-France;Paris;48.86553826972913, 2.386885995704552;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0751274C;E.M.PU SCHWARTZENBERG 11 rue Léon Schwartzenberg;ECOLE MATERNELLE PUBLIQUE;SCHWARTZENBERG;Public;11 rue Léon Schwartzenberg;;;75010;PARIS;Paris 10e  Arrondissement;652585.7;6864186.1;EPSG:2154;48.87595077948353;2.3535501434475514;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;075;11;01;75110;Paris;Ile-de-France;Paris;48.87595077948353, 2.3535501434475514;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0751279H;E.M.PU CHARLES HERMITE H 2 rue Charles Hermite;ECOLE MATERNELLE PUBLIQUE;CHARLES HERMITE H;Public;2 rue Charles Hermite;;;75018;PARIS;Paris 18e  Arrondissement;653804.1;6866841.3;EPSG:2154;48.899916659837686;2.369872296789327;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;075;11;01;75118;Paris;Ile-de-France;Paris;48.899916659837686, 2.369872296789327;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0751287S;E.M.PU DAUMESNIL S 253 bis avenue Daumesnil;ECOLE MATERNELLE PUBLIQUE;DAUMESNIL S;Public;253 bis avenue Daumesnil;;;75012;PARIS;Paris 12e  Arrondissement;656148.5;6859854.2;EPSG:2154;48.837246669629494;2.402570525186962;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;075;11;01;75112;Paris;Ile-de-France;Paris;48.837246669629494, 2.402570525186962;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0751290V;E.M.PU DELAMBRE V 24 rue delambre;ECOLE MATERNELLE PUBLIQUE;DELAMBRE V;Public;24 rue Delambre;;;75014;PARIS;Paris 14e  Arrondissement;650591.8;6860382.8;EPSG:2154;48.84159833238547;2.326808536439778;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;075;11;01;75114;Paris;Ile-de-France;Paris;48.84159833238547, 2.326808536439778;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0751292X;E.M.PU DOMREMY 15 rue de Domrémy;ECOLE MATERNELLE PUBLIQUE;DOMREMY;Public;15 rue de Domrémy;;;75013;PARIS;Paris 13e  Arrondissement;653972.2;6859095.3;EPSG:2154;48.83027004166403;2.3730040936938193;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;075;11;01;75113;Paris;Ile-de-France;Paris;48.83027004166403, 2.3730040936938193;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0751294Z;E.M.PU BRECHE AUX LOUPS Z 28 rue de la Brêche aux Loups;ECOLE MATERNELLE PUBLIQUE;BRECHE AUX LOUPS Z;Public;28 rue de la Brêche aux Loups;;;75012;PARIS;Paris 12e  Arrondissement;655559.2;6859918.9;EPSG:2154;48.83778815591929;2.3945355010101665;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;075;11;01;75112;Paris;Ile-de-France;Paris;48.83778815591929, 2.3945355010101665;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0751295A;E.M.PU BOULARD 23 rue Boulard;ECOLE MATERNELLE PUBLIQUE;BOULARD;Public;23 rue Boulard;;;75014;PARIS;Paris 14e  Arrondissement;650740.4;6859507.4;EPSG:2154;48.83373720405179;2.328934491136448;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;075;11;01;75114;Paris;Ile-de-France;Paris;48.83373720405179, 2.328934491136448;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0751308P;E.M.PU GAMBETTA P 29 avenue Gambetta;ECOLE MATERNELLE PUBLIQUE;GAMBETTA P;Public;29 avenue Gambetta;;;75020;PARIS;Paris 20e  Arrondissement;655382.9;6862845.4;EPSG:2154;48.86409395434367;2.391826591129665;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;075;11;01;75120;Paris;Ile-de-France;Paris;48.86409395434367, 2.391826591129665;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0751312U;E.M.PU GERBERT 6 rue Gerbert;ECOLE MATERNELLE PUBLIQUE;GERBERT;Public;6 rue Gerbert;;;75015;PARIS;Paris 15e  Arrondissement;648458.6;6860175.1;EPSG:2154;48.83956340388596;2.2977701491808586;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;075;11;01;75115;Paris;Ile-de-France;Paris;48.83956340388596, 2.2977701491808586;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0751319B;E.M.PU PLACE JEANNE D'ARC 32 place Jeanne d'Arc;ECOLE MATERNELLE PUBLIQUE;PLACE JEANNE D'ARC;Public;32 place Jeanne d'Arc;;;75013;PARIS;Paris 13e  Arrondissement;653636.1;6859116.0;EPSG:2154;48.83043211069808;2.3684236406397297;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;075;11;01;75113;Paris;Ile-de-France;Paris;48.83043211069808, 2.3684236406397297;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0751325H;E.P.PU KUSS 8 rue Kuss;ECOLE PRIMAIRE PUBLIQUE;KUSS;Public;8 rue Kuss;;;75013;PARIS;Paris 13e  Arrondissement;652372.0;6858214.3;EPSG:2154;48.82223081817797;2.351305541799141;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;075;11;01;75113;Paris;Ile-de-France;Paris;48.82223081817797, 2.351305541799141;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0751337W;E.M.PU MARAICHERS 31 rue des Maraîchers;ECOLE MATERNELLE PUBLIQUE;MARAICHERS;Public;31 rue des Maraîchers;;;75020;PARIS;Paris 20e  Arrondissement;656498.4;6861378.1;EPSG:2154;48.850974901653125;2.407181490114442;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;075;11;01;75120;Paris;Ile-de-France;Paris;48.850974901653125, 2.407181490114442;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
