Code établissement;Appellation officielle;Dénomination principale;Patronyme uai;Secteur Public/Privé;Adresse;Lieu dit;Boite postale;Code postal;Localite d'acheminement;Commune;Coordonnee X;Coordonnee Y;EPSG;Latitude;Longitude;Qualité d'appariement;Localisation;Code nature;Nature;Code état établissement;Etat établissement;Code département;Code région;Code académie;Code commune;Département;Région;Académie;Position;secteur_prive_code_type_contrat;secteur_prive_libelle_type_contrat;code_ministere;libelle_ministere;date_ouverture
0910721P;Ecole maternelle Jules Verne;ECOLE MATERNELLE PUBLIQUE;JULES VERNE;Public;5 rue de la Mare des Bordes;;;91240;ST MICHEL SUR ORGE;Saint-Michel-sur-Orge;650380.2;6836792.4;EPSG:2154;48.629413902131816;2.3266663843626754;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;091;11;25;91570;Essonne;Ile-de-France;Versailles;48.629413902131816, 2.3266663843626754;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1966-12-22
0910727W;Lycée polyvalent Parc de Vilgenis, lycée des métiers de la mécatronique, de l'informatique et des services aux entreprises;LPO LYCEE DES METIERS;PARC DE VILGENIS;Public;80 rue de Versailles;;112;91300;MASSY;Massy;645171.2;6848194.7;EPSG:2154;48.73154786458686;2.254524266984075;Parfaite;Numéro de rue;306;LYCEE POLYVALENT;1;OUVERT;091;11;25;91377;Essonne;Ile-de-France;Versailles;48.73154786458686, 2.254524266984075;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1967-10-09
0910729Y;Ecole maternelle Albert Camus;ECOLE MATERNELLE PUBLIQUE;ALBERT CAMUS;Public;Place Gabriel Péri;;;91360;EPINAY SUR ORGE;Epinay-sur-Orge;649753.6;6841984.4;EPSG:2154;48.67606480125746;2.317555031876429;Correcte;Rue;101;ECOLE MATERNELLE;1;OUVERT;091;11;25;91216;Essonne;Ile-de-France;Versailles;48.67606480125746, 2.317555031876429;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1967-10-05
0910738H;Ecole maternelle Maximilien Robespierre;ECOLE MATERNELLE PUBLIQUE;MAX. DE ROBESPIERRE;Public;4 rue Jules Vallès;;;91390;MORSANG SUR ORGE;Morsang-sur-Orge;651886.7;6839049.7;EPSG:2154;48.64983119005762;2.346855064830614;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;091;11;25;91434;Essonne;Ile-de-France;Versailles;48.64983119005762, 2.346855064830614;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1967-10-05
0910746S;Ecole élémentaire Frédéric Joliot-Curie;ECOLE ELEMENTAIRE PUBLIQUE;FREDERIC JOLIOT-CURIE;Public;Rue de la Commune de Paris 1871;;;91180;ST GERMAIN LES ARPAJON;Saint-Germain-lès-Arpajon;645016.7;6834155.5;EPSG:2154;48.60526224729581;2.2542265145620117;Correcte;Rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;091;11;25;91552;Essonne;Ile-de-France;Versailles;48.60526224729581, 2.2542265145620117;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1967-10-05
0910751X;Ecole maternelle Les Sablons;ECOLE MATERNELLE PUBLIQUE;LES SABLONS;Public;Chemin des Sablons;;;91430;VAUHALLAN;Vauhallan;641898.0;6848434.7;EPSG:2154;48.733420133777294;2.2099906844976402;Correcte;Rue;101;ECOLE MATERNELLE;1;OUVERT;091;11;25;91635;Essonne;Ile-de-France;Versailles;48.733420133777294, 2.2099906844976402;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1967-10-05
0910755B;Lycée polyvalent Nadar, lycée des métiers de la sécurité de l'industrie et de la relation client;LPO LYCEE DES METIERS;NADAR;Public;42 bis rue Charles Mory;;;91210;DRAVEIL;Draveil;658326.3;6842542.8;EPSG:2154;48.68169682267596;2.433930396204496;Parfaite;Numéro de rue;306;LYCEE POLYVALENT;1;OUVERT;091;11;25;91201;Essonne;Ile-de-France;Versailles;48.68169682267596, 2.433930396204496;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1967-10-05
0910776Z;Collège Paul Eluard;COLLEGE;PAUL ELUARD;Public;1 rue Paul Eluard;;27;91270;VIGNEUX SUR SEINE;Vigneux-sur-Seine;657199.8;6844947.1;EPSG:2154;48.70324809450867;2.4183887198333407;Parfaite;Numéro de rue;340;COLLEGE;1;OUVERT;091;11;25;91657;Essonne;Ile-de-France;Versailles;48.70324809450867, 2.4183887198333407;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1968-04-24
0910777A;Collège Les Dines Chiens;COLLEGE;LES DINES CHIENS;Public;5 avenue de Carlet;;;91380;CHILLY MAZARIN;Chilly-Mazarin;649226.4;6845082.2;EPSG:2154;48.70388576175272;2.3100273466021157;Parfaite;Numéro de rue;340;COLLEGE;1;OUVERT;091;11;25;91161;Essonne;Ile-de-France;Versailles;48.70388576175272, 2.3100273466021157;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1968-04-30
0910782F;Ecole maternelle Le Champ Fleuri;ECOLE MATERNELLE PUBLIQUE;LE CHAMP FLEURI;Public;5 boulevard de l'Ile de France;;;91800;BRUNOY;Brunoy;664594.1;6845724.0;EPSG:2154;48.71068325775151;2.5188026700143453;Correcte;Rue;101;ECOLE MATERNELLE;1;OUVERT;091;11;25;91114;Essonne;Ile-de-France;Versailles;48.71068325775151, 2.5188026700143453;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1968-05-03
0910799Z;Ecole élémentaire Romain Rolland;ECOLE ELEMENTAIRE PUBLIQUE;ROMAIN ROLLAND;Public;2 rue Romain Rolland;;;91270;VIGNEUX SUR SEINE;Vigneux-sur-Seine;657398.7;6844955.9;EPSG:2154;48.70334038962011;2.4210905951912487;Correcte;Rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;091;11;25;91657;Essonne;Ile-de-France;Versailles;48.70334038962011, 2.4210905951912487;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1968-05-03
0910808J;Lycée général et technologique privé Saint Charles;LYCEE GEN. ET TECHNOL. PRIVE;SAINT CHARLES;Privé;2 rue G. Anthonioz de Gaulle;;;91200;ATHIS MONS;Athis-Mons;655119.3;6845638.2;EPSG:2154;48.709322753904594;2.3900453916725817;Parfaite;Numéro de rue;300;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;1;OUVERT;091;11;25;91027;Essonne;Ile-de-France;Versailles;48.709322753904594, 2.3900453916725817;30;CONTRAT D'ASSOCIATION TOUTES CLASSES;06;MINISTERE DE L'EDUCATION NATIONALE;1968-04-04
0910824B;Lycée général et technologique privé du Sacré-Coeur;LYCEE GEN.ET TECHNOL.PRIVE;SACRE COEUR;Privé;2 rue du Gaizon;;;91620;LA VILLE DU BOIS;La Ville-du-Bois;646042.4;6840323.7;EPSG:2154;48.6608288245306;2.267361700078042;Correcte;Rue;300;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;1;OUVERT;091;11;25;91665;Essonne;Ile-de-France;Versailles;48.6608288245306, 2.267361700078042;30;CONTRAT D'ASSOCIATION TOUTES CLASSES;06;MINISTERE DE L'EDUCATION NATIONALE;1968-04-04
0910873E;Ecole élémentaire Georges Brassens;ECOLE ELEMENTAIRE PUBLIQUE;G BRASSENS;Public;Rue Alexandre Dumas;;151;91860;EPINAY SOUS SENART;Epinay-sous-Sénart;665109.2;6844312.1;EPSG:2154;48.69801230852616;2.5259183696247565;Correcte;Rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;091;11;25;91215;Essonne;Ile-de-France;Versailles;48.69801230852616, 2.5259183696247565;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1968-12-20
0910878K;Ecole primaire privée Jeanne d'Arc;ECOLE PRIMAIRE PRIVEE;JEANNE D'ARC;Privé;2 rue de Laitre;;;91290;ARPAJON;Arpajon;644547.9;6832753.4;EPSG:2154;48.59261065051651;2.248049361467532;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;091;11;25;91021;Essonne;Ile-de-France;Versailles;48.59261065051651, 2.248049361467532;30;CONTRAT D'ASSOCIATION TOUTES CLASSES;06;MINISTERE DE L'EDUCATION NATIONALE;1968-12-20
0910885T;Ecole primaire privée Sainte Marie;ECOLE PRIMAIRE PRIVEE;SAINTE MARIE;Privé;39 rue Champlouis;;;91100;CORBEIL ESSONNES;Corbeil-Essonnes;661690.0;6834451.5;EPSG:2154;48.609126473010015;2.4803427204962505;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;091;11;25;91174;Essonne;Ile-de-France;Versailles;48.609126473010015, 2.4803427204962505;30;CONTRAT D'ASSOCIATION TOUTES CLASSES;06;MINISTERE DE L'EDUCATION NATIONALE;1968-12-20
0910900J;Ecole primaire privée Saint Joseph;ECOLE PRIMAIRE PRIVEE;SAINT JOSEPH;Privé;22 rue Moutard Martin;;;91460;MARCOUSSIS;Marcoussis;643024.7;6838248.7;EPSG:2154;48.6419066012223;2.226665731690873;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;091;11;25;91363;Essonne;Ile-de-France;Versailles;48.6419066012223, 2.226665731690873;30;CONTRAT D'ASSOCIATION TOUTES CLASSES;06;MINISTERE DE L'EDUCATION NATIONALE;1968-12-20
0910921G;Ecole primaire privée Beth Rivkah;ECOLE PRIMAIRE PRIVEE;BETH RIVKAH;Privé;43 avenue Raymond Poincaré;;;91330;YERRES;Yerres;663193.8;6845740.2;EPSG:2154;48.71075069348924;2.499770465788787;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;091;11;25;91691;Essonne;Ile-de-France;Versailles;48.71075069348924, 2.499770465788787;31;CONTRAT ASSOCIATION PARTIE DES CLASSES;06;MINISTERE DE L'EDUCATION NATIONALE;1968-12-20
0910956V;Ecole élémentaire Edouard Herriot;ECOLE ELEMENTAIRE PUBLIQUE;EDOUARD HERRIOT;Public;8 rue Edouard Herriot;;;91290;ARPAJON;Arpajon;644187.0;6831549.2;EPSG:2154;48.58174800710933;2.2433122027244514;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;091;11;25;91021;Essonne;Ile-de-France;Versailles;48.58174800710933, 2.2433122027244514;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1969-03-17
0910967G;Collège La Guyonnerie;COLLEGE;LA GUYONNERIE;Public;52 rue du Docteur Collé;;;91440;BURES SUR YVETTE;Bures-sur-Yvette;637942.9;6844816.0;EPSG:2154;48.70050626026287;2.1567428262035055;Parfaite;Numéro de rue;340;COLLEGE;1;OUVERT;091;11;25;91122;Essonne;Ile-de-France;Versailles;48.70050626026287, 2.1567428262035055;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1969-04-03
0910969J;Collège Emile Zola;COLLEGE;EMILE ZOLA;Public;Rue de Lovenich;;;91430;IGNY;Igny;642682.6;6848954.7;EPSG:2154;48.738166997412755;2.2205883574516996;Correcte;Rue;340;COLLEGE;1;OUVERT;091;11;25;91312;Essonne;Ile-de-France;Versailles;48.738166997412755, 2.2205883574516996;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1969-04-03
0910971L;Collège Les Sablons;COLLEGE;LES SABLONS;Public;53 rue Duparchy;;;91170;VIRY CHATILLON;Viry-Châtillon;653131.0;6841141.0;EPSG:2154;48.66873268234934;2.363517042010605;Parfaite;Numéro de rue;340;COLLEGE;1;OUVERT;091;11;25;91687;Essonne;Ile-de-France;Versailles;48.66873268234934, 2.363517042010605;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1969-04-03
0910977T;Collège Albert Camus;COLLEGE;ALBERT CAMUS;Public;Allée Albert Camus;;;91590;LA FERTE ALAIS;La Ferté-Alais;651631.5;6819984.6;EPSG:2154;48.47831884873929;2.34553590310167;Correcte;Rue;340;COLLEGE;1;OUVERT;091;11;25;91232;Essonne;Ile-de-France;Versailles;48.47831884873929, 2.34553590310167;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1969-04-03
0911000T;Ecole maternelle Jacques Prévert;ECOLE MATERNELLE PUBLIQUE;JACQUES PREVERT;Public;3 rue Alexandre Foudrier;;;91560;CROSNE;Crosne;660190.0;6846465.2;EPSG:2154;48.71709329647821;2.458879814688339;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;091;11;25;91191;Essonne;Ile-de-France;Versailles;48.71709329647821, 2.458879814688339;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1969-10-15
0911004X;Ecole élémentaire L'Abbaye;ECOLE ELEMENTAIRE PUBLIQUE;L'ABBAYE;Public;Route de l'Abbaye;RESIDENCE DE L'ABBAYE;;91190;GIF SUR YVETTE;Gif-sur-Yvette;635637.2;6844518.1;EPSG:2154;48.69760139756777;2.1254593821514893;Correcte;Rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;091;11;25;91272;Essonne;Ile-de-France;Versailles;48.69760139756777, 2.1254593821514893;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1969-10-15
0911018M;Ecole maternelle Les Saules;ECOLE MATERNELLE PUBLIQUE;LES SAULES;Public;84 rue de Gravigny;;;91380;CHILLY MAZARIN;Chilly-Mazarin;649395.4;6843951.6;EPSG:2154;48.6937302803872;2.312457578962769;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;091;11;25;91161;Essonne;Ile-de-France;Versailles;48.6937302803872, 2.312457578962769;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1970-02-10
0911024U;Collège Louise Michel;COLLEGE;LOUISE MICHEL;Public;21 chemin des Mozards;;;91100;CORBEIL ESSONNES;Corbeil-Essonnes;661632.1;6832871.2;EPSG:2154;48.59490827061564;2.4796986015044507;Parfaite;Numéro de rue;340;COLLEGE;1;OUVERT;091;11;25;91174;Essonne;Ile-de-France;Versailles;48.59490827061564, 2.4796986015044507;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1970-03-20
0911025V;Collège Jean Lurcat;COLLEGE;JEAN LURCAT;Public;Avenue de l'Aunette;;;91130;RIS ORANGIS;Ris-Orangis;656617.0;6837844.0;EPSG:2154;48.63932102544692;2.41118910185216;Correcte;Rue;340;COLLEGE;1;OUVERT;091;11;25;91521;Essonne;Ile-de-France;Versailles;48.63932102544692, 2.41118910185216;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1970-03-20
0911039K;Collège Paul Eluard;COLLEGE;PAUL ELUARD;Public;8 rue Henri Douard;;;91220;BRETIGNY SUR ORGE;Brétigny-sur-Orge;649439.5;6834911.0;EPSG:2154;48.612418437125726;2.3141236092840294;Parfaite;Numéro de rue;340;COLLEGE;1;OUVERT;091;11;25;91103;Essonne;Ile-de-France;Versailles;48.612418437125726, 2.3141236092840294;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1970-03-20
0911048V;Ecole élémentaire L'Autruche;ECOLE ELEMENTAIRE PUBLIQUE;L AUTRUCHE;Public;1 rue de l'Autruche;;;91350;GRIGNY;Grigny;654108.3;6839803.2;EPSG:2154;48.6567700305988;2.3769316097320283;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;091;11;25;91286;Essonne;Ile-de-France;Versailles;48.6567700305988, 2.3769316097320283;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1970-04-09
0911052Z;Ecole élémentaire Jean Lurcat;ECOLE ELEMENTAIRE PUBLIQUE;JEAN LURCAT;Public;9 avenue de la Commune de Paris;;;91220;BRETIGNY SUR ORGE;Brétigny-sur-Orge;648692.3;6833188.5;EPSG:2154;48.596866065335135;2.3041939163226206;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;091;11;25;91103;Essonne;Ile-de-France;Versailles;48.596866065335135, 2.3041939163226206;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1970-04-22
0911058F;Ecole maternelle Alphonse Daudet;ECOLE MATERNELLE PUBLIQUE;ALPHONSE DAUDET;Public;1 rue Rossini;;;91860;EPINAY SOUS SENART;Epinay-sous-Sénart;664876.9;6844265.9;EPSG:2154;48.697584185816694;2.522765844707167;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;091;11;25;91215;Essonne;Ile-de-France;Versailles;48.697584185816694, 2.522765844707167;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1970-04-22
